,Brand,CPU Name,CPU Mark,GPU Name,GPU Mark,Monitor,Width,Height,RAM,Storage Amount,Storage Type,OS,Weight,Price
2363,Asus,Intel Core i9 11900H   2.50GHz,20886.0,GeForce RTX 3070 Ti,23757.0,15.6,2560.0,1440.0,32768.0,2097152.0,SSD,Windows 11,2.30,2369.0
2364,Panasonic,Intel Core i5 12450H,17441.0,Intel HD Graphics 620,926.0,12.0,2160.0,1440.0,8192.0,262144.0,SSD,Windows 10,,759.99
2366,Dell,Intel Core i7 13620H,26454.0,Intel UHD Graphics,1476.0,14.0,1920.0,1080.0,32768.0,524288.0,SSD,Windows 11,1.23,1285.51
2367,Dell,Intel Core i5 10300H   2.50GHz,8473.0,Intel UHD Graphics,1476.0,15.0,1920.0,1200.0,8192.0,262144.0,SSD,Windows 11,2.09,1250.34
2369,Lenovo,Intel Core i5 11300H   3.10GHz,10984.0,GeForce RTX 4070,26876.0,16.0,2560.0,1600.0,65536.0,4194304.0,SSD,Windows 11,2.55,2899.0
2370,Asus,Intel Core i7 13700H,28003.0,GeForce RTX 2050,7320.0,14.0,1920.0,1200.0,16384.0,1048576.0,SSD,Windows 11,6.36,1059.59
2372,Dell,Intel Core i9 9900   3.10GHz,16605.0,GeForce RTX 3070,22459.0,16.0,2560.0,1600.0,16384.0,1048576.0,SSD,Windows 11,2.45,1849.0
2374,Lenovo,Intel Core i7 1270P,17546.0,Intel Iris Pro Graphics 6200,1449.0,14.0,1920.0,1200.0,32768.0,1048576.0,SSD,Windows 11,1.36,1429.0
2375,Asus,Intel Core i7 11800H   2.30GHz,20753.0,GeForce RTX 4070,26876.0,15.6,1920.0,1080.0,16384.0,1048576.0,SSD,Windows 11,,1399.0
2377,LG,Intel Core i7 11600H   2.90GHz,16162.0,Intel Iris Pro Graphics 6200,1449.0,17.0,2560.0,1600.0,16384.0,4194304.0,SSD,Windows 11,2.32,1899.0
2380,Dell,Intel Core i5 1235U,13554.0,Intel Iris Pro Graphics 6200,1449.0,16.0,1920.0,1200.0,16384.0,1048576.0,SSD,Windows 10,1.95,879.99
2382,Asus,Intel Core i9 11900H   2.50GHz,20886.0,GeForce RTX 2050,7320.0,16.0,1920.0,1200.0,32768.0,1048576.0,SSD,Windows 11,1.82,1579.0
2384,MSI,Intel Core i5 11300H   3.10GHz,10984.0,GeForce RTX 2050,7320.0,15.6,1920.0,1080.0,65536.0,2097152.0,SSD,Windows 11,3.03,1749.0
2385,Lenovo,Intel Core i7 1260P,17229.0,Intel Iris Pro Graphics 6200,1449.0,13.3,2560.0,1600.0,16384.0,524288.0,SSD,Windows 11,1.32,949.0
2386,Dell,Intel Core i7 2700K   3.50GHz,5750.0,GeForce RTX 3060,17089.0,15.6,1920.0,1080.0,32768.0,1048576.0,SSD,Windows 11,2.44,1779.99
2387,HP,Intel Core i3 1005G1   1.20GHz,4982.0,Intel UHD Graphics,1476.0,15.6,1366.0,768.0,8192.0,524288.0,SSD,Windows 10,1.69,459.0
2388,Dell,Intel Core i5 661   3.33GHz,2459.0,Intel UHD Graphics,1476.0,15.6,1920.0,1080.0,16384.0,2097152.0,SSD,Windows 11,1.59,763.55
2391,Lenovo,Intel Core i7 3687U   2.10GHz,2625.0,Intel Iris Pro Graphics 6200,1449.0,16.0,1920.0,1200.0,49152.0,2097152.0,SSD,Windows 11,,1779.0
2392,Dell,Intel Core i7 13705H,23728.0,GeForce RTX 3070 Ti,23757.0,15.6,1920.0,1080.0,16384.0,1024000.0,SSD,Windows 11,3.64,1837.6
2393,Samsung,Intel Core i7 11600H   2.90GHz,16162.0,GeForce RTX 3050 Ti Laptop GPU,10181.0,15.6,1920.0,1080.0,16384.0,1048576.0,SSD,Windows 11,1.86,1561.14
2394,Dell,Intel Core i5 1145G7   2.60GHz,9970.0,Intel Iris Pro Graphics 6200,1449.0,14.0,1366.0,768.0,16384.0,524288.0,SSD,Windows 11,1.14,640.77
2397,MSI,Intel Core i7 1260P,17229.0,GeForce GTX 1650,7868.0,14.0,1920.0,1080.0,16384.0,524288.0,SSD,Windows 11,2.11,1099.0
2398,Dell,Intel Core i7 2700K   3.50GHz,5750.0,GeForce RTX 3060 Ti,20599.0,16.0,1920.0,1200.0,8192.0,524288.0,SSD,Windows 11,1.96,1099.0
2399,Acer,Intel Core i7 10750H   2.60GHz,12012.0,GeForce RTX 3060,17089.0,15.6,1920.0,1080.0,16384.0,524288.0,SSD,Windows 10,2.50,1086.0
2400,HP,AMD Ryzen 3 3200G,7148.0,Radeon Vega 3,891.0,14.0,1366.0,768.0,32768.0,1048576.0,SSD,Windows 10,,721.71
2403,Lenovo,Intel Core i7 4558U   2.80GHz,3052.0,Intel Iris Pro Graphics 6200,1449.0,15.6,1920.0,1080.0,16384.0,1048576.0,SSD,Windows 11,1.73,1099.0
2405,Asus,AMD Ryzen 9 5900HX,22681.0,GeForce RTX 3080,25351.0,15.6,1920.0,1080.0,32768.0,2097152.0,SSD,Windows 11,2.30,2249.0
2406,HP,Intel Core i3 1110G4   1.80GHz,4390.0,Intel UHD Graphics,1476.0,17.3,1600.0,900.0,16384.0,524288.0,SSD,Windows 11,,549.0
2407,Lenovo,Intel Core i5 2435M   2.40GHz,2059.0,Intel Iris Pro Graphics 6200,1449.0,14.0,2880.0,1800.0,16384.0,2097152.0,SSD,Windows 10,1.50,1499.0
2412,HP,Intel Core i3 1005G1   1.20GHz,4982.0,Intel UHD Graphics,1476.0,15.6,1366.0,768.0,16384.0,524288.0,SSD,Windows 11,,549.0
2413,Dell,Intel Core i7 13705H,23728.0,GeForce RTX 3070 Ti,23757.0,17.3,1920.0,1080.0,65536.0,2048000.0,SSD,Windows 11,3.64,2532.6
2415,MSI,Intel Core i7 5700HQ   2.70GHz,6026.0,GeForce RTX 3060,17089.0,16.0,2560.0,1600.0,65536.0,3145728.0,SSD,Windows 10,,2159.0
2416,Dell,Intel Core i7 4558U   2.80GHz,3052.0,Intel Iris Pro Graphics 6200,1449.0,15.6,1920.0,1080.0,16384.0,1048576.0,SSD,Windows 11,1.66,949.0
2417,Acer,Intel Core i5 2410M   2.30GHz,1937.0,GeForce RTX 3050,12961.0,17.3,1920.0,1080.0,8192.0,524288.0,SSD,Windows 10,3.00,1119.0
2418,Lenovo,Intel Core i7 3770T   2.50GHz,5444.0,GeForce RTX 2050,7320.0,16.0,1920.0,1200.0,24576.0,2097152.0,SSD,Windows 10,,1519.0
2420,Lenovo,Intel Core i7 13700HX,34115.0,GeForce RTX 4060,19560.0,16.0,2560.0,1600.0,16384.0,1048576.0,SSD,Windows 11,2.55,1909.99
2422,HP,Intel Core i7 1165G7   2.80GHz,10346.0,Intel Iris Pro Graphics 6200,1449.0,15.6,1920.0,1080.0,12288.0,524288.0,SSD,Windows 10,1.83,1049.0
2423,Dell,Intel Core i7 11700   2.50GHz,19972.0,GeForce RTX 3060,17089.0,15.6,1920.0,1080.0,65536.0,4194304.0,SSD,Windows 11,2.68,2159.0
2425,Asus,AMD Ryzen 9 6900HS,23896.0,GeForce RTX 2060 12GB,15904.0,15.6,2560.0,1440.0,16384.0,1048576.0,SSD,Windows 11,1.90,1819.0
2426,Dell,Intel Core i7 13620H,26454.0,GeForce RTX 2050,7320.0,16.0,2560.0,1600.0,16384.0,524288.0,SSD,Windows 11,3.64,1291.93
2427,Dell,Intel Core i7 1185G7   3.00GHz,10552.0,Intel Iris Pro Graphics 6200,1449.0,14.0,1920.0,1200.0,16384.0,262144.0,SSD,Windows 10,2.09,669.89
2428,Dell,AMD Ryzen 3 3200G,7148.0,GeForce RTX 3060 Ti,20599.0,15.6,1920.0,1080.0,16384.0,524288.0,SSD,Windows 11,2.52,987.51
2429,MSI,Intel Core i7 11600H   2.90GHz,16162.0,GeForce RTX 2050,7320.0,15.6,1920.0,1080.0,16384.0,1048576.0,SSD,Windows 10,1.86,1259.0
2430,Dell,Intel Core i9 13900HX,44977.0,GeForce RTX 4060,19560.0,15.6,1920.0,1080.0,65536.0,2097152.0,SSD,Windows 11,,2049.0
2431,MSI,Intel Core i7 11600H   2.90GHz,16162.0,GeForce RTX 2050,7320.0,15.6,1920.0,1080.0,32768.0,1048576.0,SSD,Windows 11,3.05,1359.0
2433,Dell,Intel Core i5 2310   2.90GHz,3642.0,Intel UHD Graphics,1476.0,15.6,1920.0,1080.0,16384.0,2048000.0,SSD,Windows 10,1.73,697.69
2434,MSI,Intel Core i5 10400H   2.60GHz,8553.0,GeForce RTX 3050,12961.0,15.6,1920.0,1080.0,8192.0,524288.0,SSD,Windows 10,,909.0
2435,Acer,Intel Core i7 11800H   2.30GHz,20753.0,GeForce RTX 3060 Ti,20599.0,15.6,1920.0,1080.0,16384.0,1048576.0,SSD,Windows 10,2.20,999.0
2436,HP,Intel Celeron N4020   1.10GHz,1556.0,Intel UHD Graphics 600,324.0,14.0,1366.0,768.0,4096.0,32768.0,SSD,ChromeOS,1.47,239.99
2437,Dell,Intel Core i7 11600H   2.90GHz,16162.0,GeForce RTX 2050,7320.0,15.6,1920.0,1080.0,8192.0,8388608.0,SSD,Windows 11,,2259.0
2438,Dell,Intel Core i5 750   2.67GHz,2521.0,GeForce GTX 1650 Ti,7576.0,17.0,1920.0,1200.0,,1048576.0,SSD,Windows 10,2.50,2814.72
2439,Dell,Intel Core i7 8557U   1.70GHz,7565.0,Intel Iris Pro Graphics 6200,1449.0,14.0,1920.0,1200.0,32768.0,1048576.0,SSD,Windows 11,1.57,1009.46
2440,MSI,Intel Core i7 12650H,23276.0,GeForce RTX 3080,25351.0,17.3,1920.0,1080.0,16384.0,1048576.0,SSD,Windows 11,2.90,2650.64
2441,Acer,Intel Core i7 13700HX,34115.0,GeForce RTX 4060,19560.0,16.0,2560.0,1600.0,16384.0,1048576.0,SSD,Windows 11,2.60,1199.99
2443,Dell,Intel Core i9 9900   3.10GHz,16605.0,GeForce RTX 3070,22459.0,16.0,2560.0,1600.0,32768.0,1048576.0,SSD,Windows 10,,1949.0
2445,Lenovo,Intel Core i7 10510U   1.80GHz,6650.0,Intel UHD Graphics,1476.0,15.6,1920.0,1080.0,16384.0,1048576.0,SSD,Windows 10,2.50,1027.77
2446,Lenovo,Intel Core i7 950   3.07GHz,3200.0,GeForce GTX 1660 Ti,12956.0,15.6,1920.0,1080.0,65536.0,1048576.0,SSD,Windows 10,2.45,1099.0
2448,Asus,Intel Core i3 3217U   1.80GHz,1218.0,Intel UHD Graphics 600,324.0,15.6,1366.0,768.0,4096.0,512000.0,SSD,Windows 8,2.05,489.0
2449,Lenovo,Intel Core i5 8300H   2.30GHz,7459.0,GeForce GTX 1650,7868.0,15.6,1920.0,1080.0,16384.0,524288.0,SSD,Windows 11,2.25,819.0
2450,Dell,Intel Core i7 10610U   1.80GHz,6830.0,Intel UHD Graphics,1476.0,14.0,1920.0,1080.0,16384.0,524288.0,SSD,Windows 10,2.09,923.99
2452,Dell,Intel Core i5 760   2.80GHz,2608.0,Intel Iris Pro Graphics 6200,1449.0,15.6,1920.0,1080.0,16384.0,1048576.0,SSD,Windows 10,1.74,1069.0
2453,HP,Intel Core i5 2300   2.80GHz,3414.0,Intel Iris Pro Graphics 6200,1449.0,15.6,1920.0,1080.0,8192.0,262144.0,SSD,Windows 11,,779.0
2454,Acer,Intel Core i7 1165G7   2.80GHz,10346.0,Intel Iris Pro Graphics 6200,1449.0,13.5,2256.0,1504.0,8192.0,524288.0,SSD,Windows 10,,789.0
2455,Asus,Intel Core i9 13900H,29690.0,GeForce RTX 3050,12961.0,16.0,1920.0,1200.0,16384.0,1048576.0,SSD,Windows 11,1.93,1189.0
2456,Asus,Intel Core i5 11400   2.60GHz,17093.0,GeForce RTX 3050,12961.0,17.3,1920.0,1080.0,65536.0,4194304.0,SSD,Windows 11,2.59,1659.99
2457,Dell,Intel Core i5 670   3.47GHz,2533.0,Intel UHD Graphics,1476.0,15.6,1920.0,1080.0,8192.0,262144.0,SSD,Windows 11,1.81,813.72
2459,MSI,Intel Core i9 10900TE   1.80GHz,16914.0,GeForce RTX 3060,17089.0,17.3,1920.0,1080.0,16384.0,1048576.0,SSD,Windows 11,5.02,1173.5
2461,Dell,Intel Core i7 11800H   2.30GHz,20753.0,GeForce RTX 3060 Ti,20599.0,15.6,1920.0,1200.0,32768.0,1048576.0,SSD,Windows 11,1.91,1955.4
2462,Dell,AMD Ryzen 3 3200G,7148.0,GeForce RTX 3060 Ti,20599.0,15.6,1920.0,1080.0,16384.0,524288.0,SSD,Windows 11,2.52,987.51
2463,Asus,AMD Ryzen 5 4600G,16003.0,GeForce GTX 1650,7868.0,17.3,1920.0,1080.0,16384.0,524288.0,SSD,Windows 10,2.59,919.0
2465,Lenovo,AMD Ryzen 5 5500H,11035.0,Radeon HD 6320 Graphic,216.0,15.6,1920.0,1080.0,8192.0,262144.0,SSD,Windows 10,1.68,598.99
2466,WEELIAO,Intel Core i3 4170   3.70GHz,3588.0,Intel UHD Graphics,1476.0,13.9,3840.0,2160.0,8192.0,262144.0,SSD,Windows 11,1.50,478.0
2467,Dell,Intel Core i7 13705H,23728.0,GeForce RTX 3050,12961.0,15.6,3840.0,2160.0,32768.0,524288.0,SSD,Windows 11,3.64,2197.83
2471,Dell,Intel Core i5 661   3.33GHz,2459.0,Intel UHD Graphics,1476.0,15.6,1920.0,1080.0,16384.0,262144.0,SSD,Windows 10,2.73,719.77
2475,Dell,AMD Ryzen 5 6600H,19012.0,GeForce RTX 3050,12961.0,15.6,1920.0,1080.0,24576.0,1048576.0,SSD,Windows 10,,1039.0
2478,HP,Intel Core i5 4210U   1.70GHz,2304.0,Intel UHD Graphics,1476.0,14.0,1366.0,768.0,4096.0,262144.0,SSD,Windows 10,,252.98
2482,Dell,Intel Core i5 750   2.67GHz,2521.0,GeForce GTX 1650 Ti,7576.0,17.0,1920.0,1200.0,32768.0,2097152.0,SSD,Windows 10,2.51,2862.08
2484,Dell,Intel Core i5 12450H,17441.0,Intel Iris Pro Graphics 6200,1449.0,15.6,1920.0,1080.0,16384.0,524288.0,SSD,Windows 11,1.80,722.77
2487,MSI,Intel Core i5 1235U,13554.0,Intel Iris Pro Graphics 6200,1449.0,14.0,1920.0,1080.0,8192.0,524288.0,SSD,Windows 10,1.41,585.33
2490,Lenovo,Intel Core i5 12600H,23062.0,Intel HD Graphics 620,926.0,14.0,1920.0,1080.0,8192.0,262144.0,SSD,Windows 10,1.59,559.0
2491,Acer,Intel Core i5 10500H   2.50GHz,11287.0,GeForce RTX 3060 Ti,20599.0,15.6,1920.0,1080.0,16384.0,524288.0,SSD,Windows 11,2.50,804.75
2492,Acer,Intel Core i5 11300H   3.10GHz,10984.0,GeForce RTX 2050,7320.0,16.0,1920.0,1200.0,65536.0,4194304.0,SSD,Windows 11,2.70,2019.0
2493,Dell,AMD Ryzen 3 3200G,7148.0,GeForce RTX 3060,17089.0,15.6,1920.0,1080.0,16384.0,524288.0,SSD,Windows 11,2.52,1433.37
2494,Microsoft,Intel Core i7 10700   2.90GHz,16550.0,Intel Iris Pro Graphics 6200,1449.0,13.5,2256.0,1504.0,16384.0,524288.0,SSD,Windows 10,16 Ounces,988.0
2495,Dell,Intel Core i7 13705H,23728.0,Intel UHD Graphics,1476.0,14.0,1920.0,1080.0,16384.0,1024000.0,SSD,Windows 11,3.64,1045.27
2496,Acer,Intel Core i5 11260H   2.60GHz,15822.0,GeForce RTX 4060,19560.0,15.6,1920.0,1080.0,32768.0,2097152.0,SSD,Windows 11,2.50,1599.0
2497,Lenovo,Intel Core i5 661   3.33GHz,2459.0,Intel UHD Graphics,1476.0,15.6,1920.0,1080.0,16384.0,524288.0,SSD,Windows 10,1.73,999.99
2498,Dell,Intel Core i7 5557U   3.10GHz,3089.0,Intel Iris Pro Graphics 6200,1449.0,15.6,1920.0,1080.0,16384.0,1048576.0,SSD,Windows 10,1.68,949.0
2499,Lenovo,Intel Core i5 520M   2.40GHz,1722.0,,,14.0,1920.0,1080.0,4096.0,65536.0,SSD,ChromeOS,1.30,219.48
2501,Dell,Intel Core i7 11800H   2.30GHz,20753.0,GeForce RTX 3060 Ti,20599.0,15.6,1920.0,1200.0,16384.0,524288.0,SSD,Windows 11,1.92,1847.99
2502,MSI,Intel Core i7 11800H   2.30GHz,20753.0,GeForce RTX 3070,22459.0,15.6,1920.0,1080.0,32768.0,1048576.0,SSD,Windows 11,2.41,1479.0
2503,Dell,AMD Ryzen 5 3350G,9041.0,GeForce RTX 3080 Ti,27324.0,17.3,1920.0,1080.0,12288.0,524288.0,SSD,Windows 11,3.64,2598.74
2504,Dell,Intel Core i7 11700   2.50GHz,19972.0,GeForce RTX 3060,17089.0,15.6,1920.0,1080.0,32768.0,1048576.0,SSD,Windows 11,,1659.0
2508,Dell,Intel Core i3 1215U,11027.0,Intel UHD Graphics,1476.0,15.6,1920.0,1080.0,16384.0,1048576.0,SSD,Windows 11,,549.0
2509,Lenovo,Intel Core i5 1155G7   2.50GHz,10280.0,Intel Iris Pro Graphics 6200,1449.0,15.6,1920.0,1080.0,16384.0,1048576.0,SSD,Windows 11,,649.0
2510,HP,Intel Core i7 1355U,15287.0,Intel Iris Pro Graphics 6200,1449.0,14.0,1920.0,1080.0,16384.0,4194304.0,SSD,Windows 11,1.52,1519.0
2511,Dell,Intel Core i5 10310U   1.70GHz,6444.0,Intel UHD Graphics 620,1042.0,15.6,1920.0,1080.0,16384.0,524288.0,SSD,Windows 10,1.82,860.77
2514,HP,Intel Core i5 12600H,23062.0,Intel UHD Graphics,1476.0,15.6,1366.0,768.0,8192.0,524288.0,SSD,Windows 10,2.00,549.0
2516,MSI,Intel Core i7 11850H   2.50GHz,20732.0,GeForce RTX 2050,7320.0,15.6,1920.0,1080.0,32768.0,1048576.0,SSD,Windows 11,,1369.0
2517,HP,Intel Core i7 1355U,15287.0,Intel Iris Pro Graphics 6200,1449.0,14.0,1920.0,1080.0,32768.0,1048576.0,SSD,Windows 11,1.40,1069.0
2518,Acer,Intel Core i3 1315U,13004.0,Intel UHD Graphics,1476.0,15.6,1920.0,1080.0,8192.0,,,ChromeOS,2.55,799.99
2519,Dell,Intel Core i9 13980HX,48083.0,GeForce RTX 3070,22459.0,16.0,2560.0,1600.0,32768.0,2048000.0,SSD,Windows 11,2.45,1747.51
2520,Dell,AMD Ryzen 3 3200G,7148.0,GeForce RTX 3070 Ti,23757.0,15.6,1920.0,1080.0,16384.0,1024000.0,SSD,Windows 11,3.64,1672.68
2521,Acer,AMD Ryzen 5 5625U,15084.0,GeForce RTX 3050,12961.0,15.6,1920.0,1080.0,8192.0,524288.0,SSD,Windows 10,,729.0
2522,HP,Intel Celeron 1.70GHz,101.0,Intel UHD Graphics 600,324.0,15.6,1920.0,1080.0,16384.0,1048576.0,SSD,Windows 10,1.78,359.99
2523,Panasonic,Intel Core i5 4310U   2.00GHz,2542.0,Intel UHD Graphics 600,324.0,14.0,1366.0,768.0,8192.0,491520.0,SSD,Windows 10,2.55,550.0
2526,Dell,Intel Core i5 10310U   1.70GHz,6444.0,Intel UHD Graphics,1476.0,13.0,1920.0,1080.0,16384.0,262144.0,SSD,Windows 10,,299.99
2529,HP,Intel Core i5 12450H,17441.0,GeForce GTX 1650,7868.0,15.0,1366.0,768.0,8192.0,524288.0,SSD,Windows 10,2.41,590.22
2531,Acer,Intel Core i7 11800H   2.30GHz,20753.0,GeForce RTX 3060,17089.0,16.0,2560.0,1600.0,16384.0,2097152.0,SSD,Windows 10,2.41,1749.0
2533,Dell,Intel Core i7 1165G7   2.80GHz,10346.0,Intel Iris Pro Graphics 6200,1449.0,15.6,1920.0,1080.0,16384.0,1048576.0,SSD,Windows 11,1.74,812.99
2534,Dell,Intel Core i5 670   3.47GHz,2533.0,Intel UHD Graphics,1476.0,14.0,1920.0,1080.0,32768.0,524288.0,SSD,Windows 11,3.64,1138.82
2535,MSI,AMD Ryzen 7 7735HS,24268.0,GeForce RTX 4060,19560.0,17.3,1920.0,1080.0,32768.0,1048576.0,SSD,Windows 11,3.85,1499.0
2536,Asus,Intel Core i3 3217U   1.80GHz,1218.0,Intel UHD Graphics 600,324.0,15.6,1366.0,768.0,4096.0,512000.0,SSD,Windows 8,2.14,529.0
2540,Lenovo,Intel Core i7 1355U,15287.0,Intel Iris Pro Graphics 6200,1449.0,14.0,1920.0,1200.0,16384.0,1048576.0,SSD,Windows 11,1.33,1759.99
2541,MSI,Intel Core i7 11600H   2.90GHz,16162.0,GeForce RTX 3060,17089.0,16.0,2560.0,1600.0,32768.0,1048576.0,SSD,Windows 11,2.77,1649.99
2542,Dell,Intel Core i7 13705H,23728.0,GeForce RTX 3050,12961.0,17.0,3840.0,2160.0,65536.0,4096000.0,SSD,Windows 11,3.64,3118.54
2543,Dell,Intel Core i7 13705H,23728.0,GeForce RTX 3050,12961.0,17.0,3840.0,2160.0,65536.0,2048000.0,SSD,Windows 11,3.64,3641.24
2545,Lenovo,Intel Core i5 1135G7   2.40GHz,9891.0,Intel Iris Pro Graphics 6200,1449.0,15.6,1920.0,1080.0,24576.0,1048576.0,SSD,Windows 10,,689.0
2546,Lenovo,Intel Core i7 4770   3.40GHz,7050.0,Intel Iris Pro Graphics 6200,1449.0,16.0,2560.0,1600.0,16384.0,1048576.0,SSD,Windows 11,2.09,768.0
2548,Asus,Intel Core i5 1135G7   2.40GHz,9891.0,Intel Iris Pro Graphics 6200,1449.0,15.6,1920.0,1080.0,12288.0,524288.0,SSD,Windows 10,,619.0
2549,Lenovo,Intel Core i7 1185G7   3.00GHz,10552.0,Quadro 500M,570.0,14.0,1920.0,1080.0,32768.0,1048576.0,SSD,Windows 11,1.45,1339.0
2550,MSI,Intel Core i7 2700K   3.50GHz,5750.0,GeForce RTX 3070,22459.0,15.6,1920.0,1080.0,24576.0,1048576.0,SSD,Windows 11,2.25,1639.0
2551,Dell,Intel Core i7 13705H,23728.0,GeForce RTX 3060,17089.0,14.0,1920.0,1080.0,16384.0,524288.0,SSD,Windows 11,3.64,1689.62
2554,Asus,Intel Pentium Silver N6000   1.10GHz,3089.0,Intel UHD Graphics,1476.0,14.0,1920.0,1080.0,4096.0,131072.0,SSD,Windows 11,2.27,419.99
2555,Dell,Intel Core i7 13705H,23728.0,GeForce RTX 3050,12961.0,15.6,1920.0,1200.0,16384.0,524288.0,SSD,Windows 11,3.64,1847.99
2556,HP,Intel Core i5 1335U,16980.0,Intel Iris Pro Graphics 6200,1449.0,17.3,1920.0,1080.0,12288.0,524288.0,SSD,Windows 11,2.09,583.0
2557,HP,Intel Core i7 1165G7   2.80GHz,10346.0,Intel Iris Pro Graphics 6200,1449.0,13.3,1920.0,1080.0,16384.0,1048576.0,SSD,Windows 10,1.35,1199.0
2560,MSI,Intel Core i7 12700H,26423.0,GeForce RTX 3070,22459.0,15.6,1920.0,1080.0,49152.0,3145728.0,SSD,Windows 10,,2019.0
2561,Acer,Intel Core i3 10305   3.80GHz,9108.0,Intel UHD Graphics,1476.0,14.0,1920.0,1200.0,8192.0,131072.0,SSD,Windows 11,1.55,412.82
2562,HP,Intel Core i5 1135G7   2.40GHz,9891.0,Intel Iris Pro Graphics 6200,1449.0,17.3,1920.0,1080.0,12288.0,262144.0,SSD,Windows 10,2.39,679.99
2564,Dell,Intel Core i3 7350K   4.20GHz,4943.0,Intel UHD Graphics 620,1042.0,13.3,1920.0,1080.0,8192.0,524288.0,SSD,Windows 10,1.18,713.87
2566,Lenovo,Intel Core i7 10700   2.90GHz,16550.0,GeForce RTX 3060 Ti,20599.0,15.6,1920.0,1080.0,65536.0,4194304.0,SSD,Windows 11,,1859.0
2567,Asus,Intel Core i7 13650HX,32140.0,GeForce RTX 4060,19560.0,16.0,1920.0,1200.0,16384.0,1048576.0,SSD,Windows 11,2.50,1899.0
2568,Asus,Intel Pentium E6800   3.33GHz,1151.0,Intel UHD Graphics,1476.0,13.3,1920.0,1080.0,8192.0,262144.0,SSD,Windows 11,0.77,899.99
2571,MSI,Intel Core i5 11300H   3.10GHz,10984.0,GeForce RTX 4060,19560.0,16.0,2560.0,1600.0,65536.0,1048576.0,SSD,Windows 10,5.00,1949.0
2573,Acer,Intel Core i5 10300H   2.50GHz,8473.0,GeForce RTX 3060 Ti,20599.0,15.6,1920.0,1080.0,16384.0,524288.0,SSD,Windows 11,2.30,1119.0
2575,HP,AMD Ryzen 7 6800H,23656.0,GeForce RTX 3060,17089.0,16.1,1920.0,1080.0,32768.0,1048576.0,SSD,Windows 11,2.73,1659.99
2576,Asus,Intel Core m3 8100Y   1.10GHz,2877.0,Intel UHD Graphics 600,324.0,14.0,1920.0,1080.0,4096.0,131072.0,SSD,No OS,1.27,281.5
2577,Acer,Intel Core i7 11800H   2.30GHz,20753.0,GeForce RTX 3060,17089.0,16.0,2560.0,1600.0,32768.0,2097152.0,SSD,Windows 10,,1749.0
2578,Acer,AMD Ryzen 5 5625U,15084.0,GeForce RTX 3050,12961.0,15.6,1920.0,1080.0,16384.0,524288.0,SSD,Windows 11,2.15,769.0
2579,MSI,Intel Core i7 13620H,26454.0,GeForce RTX 4060,19560.0,17.3,1920.0,1080.0,49152.0,1048576.0,SSD,Windows 11,2.60,1749.6
2580,Asus,Intel Core i3 1115G4   3.00GHz,6132.0,Intel UHD Graphics,1476.0,14.0,1366.0,768.0,12288.0,1048576.0,SSD,Windows 10,,449.0
2581,HP,Intel Pentium N4200   1.10GHz,2169.0,Intel UHD Graphics 605,369.0,14.0,1366.0,768.0,4096.0,65536.0,SSD,ChromeOS,1.50,250.0
2582,Acer,Intel Pentium E6800   3.33GHz,1151.0,Intel UHD Graphics,1476.0,15.6,1920.0,1080.0,8192.0,65536.0,SSD,ChromeOS,1.60,403.75
2583,Dell,Intel Core i7 8550U   1.80GHz,5931.0,Intel UHD Graphics,1476.0,13.3,1920.0,1080.0,8192.0,262144.0,SSD,Windows 10,1.20,789.0
2584,Acer,AMD Ryzen 7 7735HS,24268.0,GeForce RTX 2050,7320.0,17.3,1920.0,1080.0,16384.0,1048576.0,SSD,Windows 11,3.00,1349.0
2585,GIGABYTE,Intel Core i7 13700H,28003.0,GeForce RTX 4060,19560.0,15.6,2560.0,1440.0,16384.0,1048576.0,SSD,Windows 11,2.25,1399.0
2586,MSI,Intel Core i7 1260P,17229.0,Intel Iris Pro Graphics 6200,1449.0,14.0,1920.0,1080.0,16384.0,524288.0,SSD,Windows 10,2.24,1299.0
2587,Dell,Intel Core i7 13705H,23728.0,GeForce RTX 3080 Ti,27324.0,15.6,1920.0,1080.0,32768.0,2048000.0,SSD,Windows 11,,1871.09
2588,Dell,Intel Core i5 10300H   2.50GHz,8473.0,Intel UHD Graphics,1476.0,14.0,1920.0,1080.0,8192.0,262144.0,SSD,Windows 10,1.55,1595.0
2590,Asus,Intel Core i9 11900H   2.50GHz,20886.0,GeForce RTX 3070 Ti,23757.0,15.6,2560.0,1440.0,65536.0,2097152.0,SSD,Windows 11,2.32,2619.0
2592,Dell,AMD Ryzen 5 3350G,9041.0,GeForce RTX 3080 Ti,27324.0,17.3,1920.0,1080.0,32768.0,524288.0,SSD,Windows 11,3.64,2371.2
2593,Dell,Intel Core i7 10700   2.90GHz,16550.0,GeForce RTX 3060 Ti,20599.0,15.6,1920.0,1200.0,49152.0,2097152.0,SSD,Windows 11,,2579.0
2594,Asus,AMD Ryzen 9 5900HX,22681.0,GeForce RTX 3060 Ti,20599.0,15.6,1920.0,1080.0,16384.0,1048576.0,SSD,Windows 10,2.00,1499.0
2596,Asus,AMD Ryzen 9 6900HS,23896.0,GeForce RTX 3060,17089.0,15.6,2560.0,1440.0,16384.0,1048576.0,SSD,Windows 11,1.90,1769.0
2597,Dell,Intel Core i7 12800H,24971.0,Intel UHD Graphics,1476.0,15.6,1920.0,1080.0,16384.0,524288.0,SSD,Windows 11,1.55,993.29
