,Brand,CPU Name,CPU Mark,GPU Name,GPU Mark,Monitor,Width,Height,RAM,Storage Amount,OS,Weight,Price
3433,HP,Intel Core i7 12700H,26423,RTX A2000,13772,15.6,1920,1080,16384,1048576,Windows 11,1.93,2199.99
3434,Dell,AMD Ryzen 7 3750H,8185,GeForce RTX 3080 Ti,27324,17.3,1920,1080,65536,4096000,Windows 11,3.64,2598.74
3435,Dell,Intel Core i7 13620H,26454,Intel UHD Graphics,1476,14,1920,1080,16384,524288,Windows 11,1.22,866.24
3436,Dell,Intel Core i5 1334U,12802,Intel UHD Graphics,1476,15.6,1920,1080,16384,262144,Windows 11,3.64,1213.87
3437,Dell,AMD Ryzen 7 7730U,18825,Ryzen 3 4300G with Radeon Graphics,2040,16,2560,1600,16384,1048576,Windows 11,1.91,839.19
3438,Dell,AMD Ryzen 7 6800H,23656,GeForce RTX 3050,12961,15.6,1920,1080,16384,1048576,Windows 11,2.52,1159
3439,Dell,Intel Core i9 13900HX,44977,GeForce RTX 4070,26876,16,2560,1600,24576,2097152,Windows 10,2.01,2369
3440,Asus,Intel Celeron N4000   1.10GHz,1417,Intel UHD Graphics,1476,14,1920,1080,4096,65536,Windows 10,1.5,325
3441,MSI,Intel Core i7 12700H,26423,GeForce RTX 3060,17089,17.3,1920,1080,32768,1048576,Windows 10,2.73,1599
3442,MSI,Intel Core i7 12650H,23276,GeForce RTX 2050,7320,15.6,1920,1080,16384,524288,Windows 10,3,1209
3443,HP,Intel Core i3 4330   3.50GHz,3554,Intel UHD Graphics,1476,14,1920,1080,8192,131072,ChromeOS,3.27,401.88
3444,Lenovo,Intel Core i5 4300U   1.90GHz,2499,Intel UHD Graphics,1476,14,1366,768,16384,512000,Windows 10,1.93,234.98
3445,Lenovo,AMD Ryzen 7 7735HS,24268,GeForce RTX 4060,19560,15.6,2560,1440,16384,524288,Windows 11,2.41,1319
3446,Acer,Intel Core i5 12450H,17441,GeForce RTX 3050,12961,17.3,1920,1080,16384,524288,Windows 11,2.57,1159
3447,MSI,Intel Core i7 12700H,26423,GeForce RTX 3070,22459,15.6,1920,1080,16384,1048576,Windows 10,2.73,1799.99
3448,MSI,Intel Core i7 1260P,17229,GeForce RTX 3060,17089,15.6,1920,1080,32768,1048576,Windows 11,1.82,1539
3449,Dell,AMD Ryzen 5 2400G,8734,Radeon RX Vega 8,1487,15.6,1920,1080,32768,1048576,Windows 10,1.73,799
3450,Dell,Intel Core i7 9850H   2.60GHz,11197,Intel UHD Graphics,1476,14,1920,1080,16384,262144,Windows 10,2.05,390.97
3451,Dell,Intel Core i5 12450H,17441,Intel UHD Graphics,1476,15.6,1920,1080,65536,262144,Windows 10,1.59,735.31
3452,Acer,Intel Core i7 12650H,23276,GeForce RTX 4060,19560,15.6,1920,1080,16384,524288,Windows 11,2.5,1319
3453,Dell,Intel Core i7 1250U,12421,GeForce RTX 4070,26876,15.6,1366,768,32768,4096000,Windows 11,3.64,2691.91
3454,Dell,Intel Core i3 4330   3.50GHz,3554,Intel UHD Graphics,1476,15.6,1920,1080,8192,262144,Windows 11,1.81,712.3
3455,Dell,Intel Core i7 13705H,23728,Quadro M5500,7915,15.6,1366,768,16384,1024000,Windows 11,3.64,1082.23
3456,HP,AMD Ryzen 5 7520U,9475,Ryzen 3 4300G with Radeon Graphics,2040,15.6,1920,1080,16384,1048576,Windows 10,2.39,589
3457,Dell,Intel Core i7 12800H,24971,Intel UHD Graphics,1476,13.3,1920,1080,16384,1024000,Windows 10,1.14,785.39
3458,MSI,Intel Core i7 13620H,26454,GeForce RTX 4060,19560,16,2560,1600,32768,4194304,Windows 11,2.27,2399
3459,Dell,AMD Ryzen 5 6600H,19012,GeForce RTX 3050,12961,15.6,1920,1080,16384,524288,Windows 11,2.52,929
3460,HP,Intel Celeron N3350   1.10GHz,1108,Radeon R4,333,14,1920,1080,8192,32768,ChromeOS,1.55,253.67
3461,HP,Intel Core i5 2520M   2.50GHz,2230,Intel UHD Graphics,1476,14,1366,768,4096,262144,Windows 10,2.87,186.98
3462,Asus,Intel Core i9 12900H,28523,GeForce RTX 3070 Ti,23757,15.6,2560,1440,32768,1048576,Windows 11,2.3,2249
3463,HP,Intel Core i7 13700H,28003,GeForce RTX 4060,19560,15.6,1920,1080,16384,1048576,Windows 10,2.42,1126.9
3464,HP,Intel Core i5 4200H   2.80GHz,3108,Intel Iris Xe,2690,13.3,1366,768,8192,262144,Windows 11,1.33,624.98
3465,Acer,Intel Core i5 1135G7   2.40GHz,9891,Intel Iris Xe,2690,15.6,1920,1080,8192,262144,Windows 11,1.91,599
3466,Dell,Intel Core i3 1210U,10641,Intel Arc,4253,14,1920,1080,8192,262144,Windows 10,1.38,733.42
3467,MSI,Intel Core i7 1280P,20450,Intel Iris Xe,2690,14,1920,1080,32768,2097152,Windows 11,1.29,1369
3468,Dell,Intel Core i7 985   3.47GHz,3928,RTX A4500,21775,17.3,1920,1080,65536,1024000,Windows 11,3.64,2585.75
3469,Dell,Intel Celeron 1.70GHz,101,Intel UHD Graphics,1476,15.6,1366,768,8192,131072,Windows 10,1.77,378
3470,HP,AMD Ryzen 3 3250U,3855,Ryzen 3 4300G with Radeon Graphics,2040,15.6,1366,768,16384,262144,Windows 11,1.82,459
3471,Dell,Intel Core i7 13705H,23728,GeForce RTX 3070 Ti,23757,15.6,2560,1440,32768,1024000,Windows 11,3.64,1905.07
3472,Dell,Intel Core i7 12800H,24971,Intel Arc,4253,13.3,1920,1080,32768,524288,Windows 10,1.14,845.45
3473,Acer,Intel N50,2350,Intel Arc,4253,14,1920,1200,16384,524288,Windows 10,1.82,877.82
3474,Asus,Intel Core i7 13650HX,32140,GeForce RTX 4060,19560,15.6,1920,1200,32768,1048576,Windows 11,2.5,1939.99
3475,Panasonic,Intel Core i5 4310M   2.70GHz,3123,Intel HD Graphics 620,926,14,1366,768,16384,524288,Windows 10,2.2,479.26
3476,HP,AMD Ryzen 5 7520U,9475,Ryzen 3 4300G with Radeon Graphics,2040,15.6,1920,1080,16384,1048576,Windows 11,1.9,589
3477,HP,Intel Core i5 1135G7   2.40GHz,9891,Intel Arc,4253,15.6,1920,1080,32768,1024000,Windows 11,1.6,649.99
3478,Lenovo,AMD Ryzen 7 6800H,23656,GeForce RTX 3070 Ti,23757,15.6,1920,1080,32768,1048576,Windows 11,2.41,1799
3479,Microsoft,Intel Core i7 12800H,24971,Intel Arc,4253,13.5,1366,768,8192,262144,Windows 10,2.32,1644.76
3481,Dell,AMD Ryzen 7 5825U,18462,GeForce MX550,4601,15.6,1920,1080,16384,524288,Windows 10,2.06,949
3482,Acer,Intel Core i7 13700H,28003,GeForce RTX 2050,7320,16,1920,1200,32768,1048576,Windows 10,1.81,1549
3483,Lenovo,Intel Core i5 1335U,16980,Intel Iris Xe,2690,14,2240,1400,8192,1048576,Windows 11,1.55,859.99
3484,HP,Intel Core i7 1260P,17229,Intel Iris Xe,2690,15.6,1920,1080,16384,1048576,Windows 11,1.77,1209.99
3485,Asus,Intel Core i3 1115G4   3.00GHz,6132,Intel UHD Graphics,1476,14,1366,768,16384,2097152,Windows 11,1.8,589
3486,HP,Intel Core i7 1260P,17229,Intel Arc,4253,15.6,1920,1080,32768,1024000,Windows 11,1.83,949.99
3487,Lenovo,Intel Core i7 8850H   2.60GHz,10298,Quadro P3200,9100,17.3,1920,1080,16384,524288,Windows 10,1.1,1980.51
3488,Dell,Intel Core i7 13705H,23728,GeForce RTX 3060,17089,14,1920,1080,16384,4096000,Windows 11,3.64,2632
3489,Lenovo,Intel Core i7 1255U,13775,Intel Arc,4253,16,2560,1600,16384,524288,Windows 11,2.09,774.99
3490,Asus,Intel Core i5 1135G7   2.40GHz,9891,Intel Iris Xe,2690,15.6,1920,1080,12288,524288,Windows 10,2.86,569
3491,Dell,Intel Core i7 13705H,23728,GeForce RTX 3070 Ti,23757,15.6,1920,1080,16384,1024000,Windows 11,3.64,1837.6
3492,Dell,Intel Core i7 1260P,17229,Intel Iris Xe,2690,16,1920,1200,16384,1048576,Windows 11,2.1,1289
3493,Panasonic,Intel Core M 5Y51   1.10GHz,2130,Intel UHD Graphics 615,751,10.1,1920,1200,8192,262144,Windows 10,2.5,599.88
3494,Dell,Intel Core i5 2390T   2.70GHz,2410,Intel UHD Graphics,1476,17.3,1920,1080,16384,1024000,Windows 10,3.02,1775.23
3495,MSI,Intel Core i7 12700H,26423,GeForce RTX 3060,17089,15.6,1920,1080,16384,1048576,Windows 11,2.25,1609
3496,HP,Intel Core i7 13700H,28003,Intel Iris Xe,2690,16,3072,1920,16384,1048576,Windows 10,2.05,1509.99
3497,Dell,Intel Core i7 12700H,26423,GeForce RTX 3060,17089,15.6,1920,1080,32768,1048576,Windows 10,2.68,1599
3498,Asus,Intel Core i3 1005G1   1.20GHz,4982,Intel UHD Graphics,1476,15.6,1920,1080,4096,131072,Windows 10,1.82,329
3499,Asus,Intel Core i9 13900H,29690,GeForce RTX 3050,12961,16,1920,1200,8192,1048576,Windows 10,1.82,1409
3500,HP,Intel Core i9 13900H,29690,GeForce RTX 4060,19560,16,2560,1600,32768,1048576,Windows 11,2.69,1899
3501,Microsoft,Intel N50,2350,Intel Iris Xe,2690,15.6,1920,1080,8192,262144,No OS,0.14,669
3502,Acer,Intel Core i5 12450H,17441,GeForce RTX 3050,12961,17.3,1920,1080,16384,524288,Windows 11,1.43,1109
3504,Acer,Intel Core i7 12700H,26423,GeForce RTX 3060,17089,15.6,1920,1080,32768,1048576,Windows 11,2.72,1599
3505,Dell,Intel Core i5 3317U   1.70GHz,2010,Intel Arc,4253,14,1920,1080,16384,131072,Windows 10,2.23,1499.99
3506,Dell,Intel Core i7 12700H,26423,GeForce RTX 3060,17089,15.6,1920,1080,16384,1048576,Windows 10,3.64,1225.53
3507,Dell,Intel Core i7 12700H,26423,GeForce RTX 3050,12961,15.6,1920,1200,32768,1048576,Windows 10,1.92,2309
3508,Acer,AMD Ryzen 5 5625U,15084,GeForce RTX 3050,12961,15.6,1920,1080,8192,1048576,Windows 10,2.14,879
3509,Dell,Intel Core i5 12600H,23062,Intel Arc,4253,13.3,1920,1080,8192,262144,Windows 10,1.14,1025
3510,HP,Intel Core i5 6300U   2.40GHz,3240,Intel UHD Graphics,1476,14,1366,768,8192,512000,Windows 10,1.55,270.98
3511,MSI,Intel Core i5 12450H,17441,GeForce GTX 1650,7868,15.6,1920,1080,16384,524288,Windows 11,2.6,919.99
3512,Dell,Intel Core i7 13705H,23728,GeForce RTX 3050,12961,15.6,1920,1200,32768,524288,Windows 11,3.64,1924.22
3513,Acer,Intel Core i5 12450H,17441,Intel Iris Xe,2690,15.6,1920,1080,16384,524288,Windows 10,2.7,589
3514,Lenovo,Intel Core i5 1135G7   2.40GHz,9891,Intel Iris Xe,2690,15.6,1920,1080,8192,1048576,Windows 11,1.77,579.99
3515,Dell,Intel Core i5 1135G7   2.40GHz,9891,Intel Iris Xe,2690,15.6,1920,1080,8192,262144,Windows 11,2.7,619
3516,Dell,Intel Core i7 13705H,23728,GeForce RTX 3060,17089,17,3840,2160,65536,1024000,Windows 11,3.64,2558.36
3517,HP,Intel Core i3 1115G4   3.00GHz,6132,Intel UHD Graphics,1476,15.6,1366,768,8192,262144,Windows 11,1.73,409
3518,Dell,Intel Core i7 1185G7   3.00GHz,10552,Intel Iris Xe,2690,13.3,1920,1080,32768,1048576,Windows 11,1.18,1259
3519,Dell,Intel Core i5 1145G7   2.60GHz,9970,Intel Iris Xe,2690,15.6,1920,1080,65536,1048576,Windows 11,2.41,1101.86
3520,Dell,AMD Ryzen 7 3750H,8185,GeForce RTX 3080 Ti,27324,17.3,1920,1080,65536,4096000,Windows 11,3.64,2598.74
3521,Lenovo,Intel N50,2350,Intel HD Graphics 620,926,11.6,1366,768,2048,32768,Windows 10,1,179
3522,Dell,AMD Ryzen 5 7530U,16506,Ryzen 3 4300G with Radeon Graphics,2040,15.6,1920,1080,16384,524288,Windows 10,1.38,559
3523,HP,Intel Core i7 940   2.93GHz,2947,Intel Iris Xe,2690,15.6,1920,1080,32768,1048576,Windows 11,1.77,899.99
3524,Dell,Intel Core i7 12700H,26423,GeForce RTX 3060,17089,15.6,1920,1080,32768,2097152,Windows 11,2.52,1829
3525,Dell,AMD Embedded R Series RX 216GD,1628,Ryzen 3 4300G with Radeon Graphics,2040,15.6,1366,768,65536,1048576,Windows 10,1.62,848.76
3526,Asus,Intel Core i7 13620H,26454,GeForce RTX 3050,12961,15.6,1920,1080,16384,524288,Windows 10,1.82,1149.99
3527,Dell,Intel Core i7 12700H,26423,GeForce RTX 3050,12961,15.6,1920,1200,32768,1048576,Windows 11,1.92,2359
3528,Dell,Intel Core i7 8650U   1.90GHz,6287,Intel UHD Graphics,1476,14,1366,768,8192,262144,Windows 10,1.6,401.98
3529,Asus,Intel Celeron N3350   1.10GHz,1108,Intel HD Graphics 620,926,11.6,1366,768,4096,32768,ChromeOS,1.23,209
3531,Dell,Intel Core i3 1210U,10641,Intel UHD Graphics,1476,15.6,1920,1080,4096,131072,Windows 10,1.91,1113.38
3532,Acer,Intel Core i7 13700HX,34115,GeForce RTX 4060,19560,16,2560,1600,16384,1048576,Windows 11,2.59,1255.92
3533,Acer,Intel Core i7 12700H,26423,GeForce RTX 3060,17089,15.6,1920,1080,16384,1048576,Windows 10,2.5,1509.99
3534,Dell,AMD Ryzen 5 5500U,13144,Ryzen 3 4300G with Radeon Graphics,2040,15.6,1920,1080,16384,262144,Windows 11,1.65,699
3535,Asus,Intel Core i5 11260H   2.60GHz,15822,GeForce RTX 3050,12961,17.3,1920,1080,8192,524288,Windows 10,1.56,996
3536,Dell,Intel Core i7 12800H,24971,Intel Arc,4253,14,1920,1080,32768,1024000,Windows 10,1.48,984.05
3538,Panasonic,Intel Core i5 3610ME   2.70GHz,2666,Intel HD Graphics 620,926,10.1,1366,768,8192,262144,Windows 10,0.81,389.95
3539,Dell,Intel Core i5 12600H,23062,Intel Arc,4253,14,1920,1080,8192,262144,Windows 10,1.5,800
3540,HP,Intel Celeron N4000   1.10GHz,1417,Intel Arc,4253,14,1366,768,16384,65536,Windows 11,0.02,399.99
3541,Dell,Intel Core i7 1255U,13775,Intel Iris Xe,2690,15.6,1920,1080,65536,1048576,Windows 11,0.02,1202.77
3542,Dell,Intel Core i9 13980HX,48083,GeForce RTX 3080 Ti,27324,17.3,1920,1080,65536,1024000,Windows 11,3.64,2597.72
3543,Lenovo,Intel Core i9 13900HX,44977,GeForce RTX 4070,26876,16,2560,1600,65536,2097152,Windows 11,2.55,2689
3544,HP,Intel Core i9 13900H,29690,GeForce RTX 4060,19560,16,2560,1600,16384,4194304,Windows 11,2.52,2369
3545,Asus,AMD Ryzen 7 6800H,23656,Radeon R7E,564,17.3,2560,1440,16384,524288,Windows 11,2.5,1149
3546,HP,Intel Core i7 1165G7   2.80GHz,10346,Intel Iris Xe,2690,17.3,1920,1080,12288,524288,Windows 10,2.82,1199.99
3547,Acer,AMD Ryzen 5 5625U,15084,GeForce RTX 3050,12961,15.6,1920,1080,8192,262144,Windows 11,2.15,749
3548,Dell,Intel Core i5 1135G7   2.40GHz,9891,Intel Arc,4253,15.6,1920,1080,16384,262144,Windows 10,1.76,809.77
3549,Lenovo,Intel Core i5 1135G7   2.40GHz,9891,Intel Iris Xe,2690,14,1920,1080,16384,1048576,Windows 11,1.36,959
3550,Acer,Intel Core i5 12500H,21525,GeForce RTX 3060,17089,15.6,1920,1080,16384,524288,Windows 11,2.5,1169
3551,LG,Intel Core i7 1360P,19333,Intel Iris Xe,2690,16,2560,1600,16384,1048576,No OS,1.36,1333.81
3552,Acer,Intel Core i5 10300H   2.50GHz,8473,GeForce RTX 3050,12961,15.6,1920,1080,24576,1048576,Windows 11,1.5,1219
3553,Lenovo,Intel Core i5 8250U   1.60GHz,5897,Intel UHD Graphics 620,1042,14,1920,1080,4096,262144,Windows 10,1.64,952.22
3554,HP,Intel Core i5 13420H,18753,GeForce RTX 3050,12961,15.6,1920,1080,16384,524288,Windows 11,2.27,689.99
3555,Dell,Intel Core i7 13700H,28003,Intel Arc A730M,8274,15.6,1920,1200,16384,1048576,Windows 11,1.91,1809
3556,Dell,Intel Core i7 11800H   2.30GHz,20753,Quadro RTX 3000,11157,17,1920,1200,32768,1048576,Windows 10,2.09,1923.99
3557,Dell,Intel Core i7 3770   3.40GHz,6403,GeForce MX570,6020,14,2240,1400,32768,1048576,Windows 11,1.55,1229.3
3558,Acer,Intel Core i7 1165G7   2.80GHz,10346,Intel Iris Xe,2690,15.6,1920,1080,40960,1048576,Windows 11,1.65,949.99
3559,Asus,AMD Ryzen 5 4600H,14526,GeForce GTX 1650,7868,17.3,1920,1080,12288,524288,Windows 10,1.78,949
3560,Asus,AMD Ryzen 9 6900HS,23896,GeForce RTX 3060,17089,15.6,2560,1440,16384,1048576,Windows 10,1.9,1719.99
3561,Dell,Intel Core i7 1185G7E   2.80GHz,10444,Intel Iris Xe,2690,13,1920,1080,16384,262144,Windows 11,2.09,750.74
3562,Dell,Intel Core i5 1235U,13554,Intel Iris Xe,2690,15.6,1920,1080,16384,524288,Windows 11,1.91,470
3563,Acer,AMD Ryzen 3 3350U,5853,Ryzen 3 4300G with Radeon Graphics,2040,15.6,1920,1080,4096,262144,Windows 11,1.81,459
3564,HP,Intel Pentium M 1.10GHz,184,Intel UHD Graphics 605,369,11.6,1366,768,4096,131072,Windows 10,1.23,415.68
3565,HP,Intel Core i7 1360P,19333,Intel Iris Xe,2690,14,1920,1200,32768,1048576,Windows 11,2.44,1359
3566,Dell,Intel Core i7 13705H,23728,GeForce RTX 3050,12961,17,1920,1200,32768,1024000,Windows 11,3.64,4024.99
3567,Dell,Intel Core i5 10400H   2.60GHz,8553,Intel UHD Graphics,1476,14,1920,1080,32768,262144,Windows 10,3.42,659
3568,Dell,Intel Core i7 4560U   1.60GHz,2950,GeForce RTX 3080,25351,17.3,1920,1080,16384,262144,Windows 10,3.2,2223.06
3569,Dell,AMD Ryzen 7 5825U,18462,GeForce MX550,4601,15.6,1920,1080,24576,1048576,Windows 11,3.35,1049
3570,HP,Intel Core i3 1110G4   1.80GHz,4390,Intel UHD Graphics,1476,15.6,1920,1080,16384,524288,Windows 11,3.49,549
3571,Dell,Intel Core i7 12800H,24971,Intel UHD Graphics,1476,15.6,1920,1080,16384,524288,Windows 11,3.64,1097.24
3572,MSI,Intel Core i5 10400H   2.60GHz,8553,GeForce GTX 1650,7868,15.6,1920,1080,24576,1048576,Windows 11,1.86,869
3573,Lenovo,AMD Ryzen 7 5800H,21133,GeForce RTX 3060,17089,16,2560,1600,16384,1048576,Windows 11,2.45,1399
3574,HP,Intel Pentium N4200   1.10GHz,2169,Intel UHD Graphics,1476,15.6,1366,768,8192,131072,Windows 11,1.79,368
3575,Acer,Intel Core i7 1165G7   2.80GHz,10346,Intel Iris Xe,2690,14,1920,1080,8192,524288,Windows 10,1.23,565
3576,GIGABYTE,Intel Core i7 12700H,26423,GeForce RTX 3070 Ti Laptop GPU,18253,17,1920,1080,16384,1048576,Windows 11,2.55,1699.99
3577,Acer,Intel Core i5 12450H,17441,GeForce RTX 3050,12961,17.3,1920,1080,32768,1048576,Windows 10,2.23,1299
3578,Dell,AMD Ryzen 7 5825U,18462,Ryzen 3 4300G with Radeon Graphics,2040,15.6,1920,1080,32768,2097152,Windows 11,1.91,1009
3579,HP,Intel Core i5 1135G7   2.40GHz,9891,Intel Arc,4253,15.6,1920,1080,8192,262144,Windows 10,0.45,417
3580,Dell,Intel Core i7 13705H,23728,GeForce RTX 3070 Ti,23757,17.3,1920,1080,16384,524288,Windows 11,3.64,3005.81
3581,Asus,Intel Core i5 11400   2.60GHz,17093,GeForce RTX 3050,12961,17.3,1920,1080,32768,2097152,Windows 11,2.6,1349
3582,Dell,Intel Core i7 12800H,24971,Intel Arc,4253,14,1920,1080,65536,524288,Windows 11,1.38,1047.58
3583,Dell,Intel Core i7 12700H,26423,GeForce RTX 3050,12961,15.6,1920,1200,16384,2097152,Windows 11,1.91,2679.99
3584,MSI,Intel Core i5 12450H,17441,GeForce RTX 2050,7320,15.6,1920,1080,16384,524288,Windows 11,1.86,949
3585,Acer,AMD Ryzen 7 7840HS,28906,GeForce RTX 4060,19560,16,1920,1200,16384,524288,Windows 11,2.7,1049.99
3586,Asus,Intel Core i5 1135G7   2.40GHz,9891,Intel Iris Xe,2690,15.6,1920,1080,16384,524288,ChromeOS,2.82,699.99
3587,TechDeal,Intel Core i5 1235U,13554,Intel UHD Graphics,1476,15.6,1920,1080,16384,1048576,Windows 10,1.64,599.99
3588,HP,Intel Core i7 12650H,23276,GeForce RTX 3050,12961,15.6,1920,1080,16384,524288,Windows 11,2.3,1149
3589,Asus,Intel Core i7 13700H,28003,GeForce RTX 4060,19560,16,1920,1200,32768,2097152,Windows 11,2.58,1699
3590,Dell,Intel Core i5 1345U,15348,Intel Arc,4253,15.6,1920,1080,8192,262144,Windows 11,2.86,699
3591,MSI,Intel Core i7 12650H,23276,GeForce RTX 3060,17089,16,2560,1600,65536,1048576,Windows 11,2.8,1809
3592,Dell,Intel Core i7 13790F,46110,Intel UHD Graphics 620,1042,13.3,1920,1080,16384,524288,Windows 14,2.73,467.86
3593,Asus,Intel Core i5 1235U,13554,Intel Iris Xe,2690,15.6,1920,1080,16384,524288,Windows 11,3.18,833.99
3594,Dell,Intel Core i7 985   3.47GHz,3928,RTX A2000,13772,17.3,1920,1080,32768,2048000,Windows 11,3.64,2746.29
3595,Asus,AMD Ryzen 5 7530U,16506,Ryzen 3 4300G with Radeon Graphics,2040,16,1920,1200,32768,1048576,Windows 11,1.86,929
3596,Acer,AMD Ryzen 5 5500U,13144,Radeon R2,240,15.6,1920,1080,8192,262144,Windows 10,1.77,449
3597,Dell,Intel Core i7 12800H,24971,Intel Arc,4253,14,1920,1200,16384,262144,Windows 10,1.27,669.89
3598,Lenovo,AMD Ryzen 7 4700U,13446,Intel UHD Graphics,1476,14,1920,1080,16384,524288,Windows 10,1.59,669
3599,Asus,Intel Celeron N3350   1.10GHz,1108,Intel HD Graphics 620,926,15.6,1366,768,4096,65536,ChromeOS,1.41,283.7
3600,HP,AMD Athlon 320GE,4388,Radeon Athlon PRO 3045B,555,14,1366,768,4096,131072,Windows 10,1.51,199
3601,Luqeeg,Intel N50,2350,Intel UHD Graphics,1476,15.6,1920,1080,16384,1048576,Windows 10,1.73,444.17
3602,MSI,Intel Core i5 1240P,17329,Intel Iris Xe,2690,14,1920,1200,16384,524288,Windows 11,1.95,758.99
3603,Dell,Intel Core i5 12600H,23062,Intel Arc,4253,15.6,1920,1080,16384,524288,Windows 10,2.3,1255.74
3604,Dell,Intel Core i5 1230U,10779,Intel HD Graphics 620,926,15.6,1920,1080,8192,1048576,Windows 10,2.65,789
3605,Lenovo,AMD Ryzen 5 2400G,8734,Ryzen 3 4300G with Radeon Graphics,2040,14,1920,1080,16384,1048576,Windows 11,1.53,839.99
3606,Asus,AMD Ryzen 9 5900HX,22681,Radeon RX 6800M,13138,15.6,1920,1080,16384,524288,Windows 10,2.4,1460
3607,Dell,Intel Core i5 1135G7   2.40GHz,9891,Intel UHD Graphics,1476,15.6,1920,1080,16384,1048576,Windows 10,1.77,491
3608,MSI,Intel Core i7 12650H,23276,GeForce RTX 3060,17089,16,2560,1600,65536,4194304,Windows 11,1.59,2109
3610,Dell,Intel Core i5 8350U   1.70GHz,6226,Intel UHD Graphics 620,1042,14.1,1366,768,8192,262144,Windows 10,1.41,306.52
3611,HP,AMD Ryzen 7 5700U,15853,Intel UHD Graphics,1476,15.6,1920,1080,16384,524288,Windows 10,1.75,665
3612,Dell,Intel Core i7 13705H,23728,GeForce RTX 3060,17089,17.3,3840,2160,65536,1024000,Windows 11,3.64,2956.35
3613,Dell,Intel Core i7 1195G7   2.90GHz,11045,Intel Iris Xe,2690,13.4,3456,2234,16384,1048576,Windows 11,1.26,1199.99
3614,Lenovo,Intel Core i7 8565U   1.80GHz,6136,GeForce MX230,1838,15.6,1920,1080,8192,524288,Windows 10,2,692.9
3615,Lenovo,AMD Ryzen 7 5825U,18462,Ryzen 3 4300G with Radeon Graphics,2040,15.6,1920,1080,16384,1048576,Windows 10,1.78,899
3616,Dell,Intel Core i7 12700H,26423,GeForce RTX 3050,12961,16,1920,1200,8192,524288,Windows 11,1.96,1099
3617,Lenovo,Intel Core i7 1185G7   3.00GHz,10552,Quadro T1000,6608,14,1920,1080,49152,2097152,Windows 11,3.64,1539
3618,Dell,Intel Core i7 13705H,23728,GeForce RTX 3080 Ti,27324,17.3,3840,2160,32768,1024000,Windows 11,3.64,2852.4
3619,Asus,Intel Core i7 1255U,13775,Intel Iris Xe,2690,14,1920,1080,32768,2097152,Windows 11,1.01,1979.83
3620,LG,Intel Core i7 1360P,19333,Intel Iris Xe,2690,15.6,1920,1080,16384,1048576,Windows 11,0.46,1080.52
3621,Dell,Intel Core i7 12650H,23276,Intel Iris Pro Graphics 6200,1449,15.6,1920,1080,16384,1048576,Windows 11,1.64,819.97
3622,HP,Intel Core i5 4200H   2.80GHz,3108,Intel UHD Graphics,1476,15.6,1920,1080,16384,1048576,Windows 11,1.69,486
3623,Dell,Intel XEON 2.20GHz,164,Quadro P3200,9100,17.3,1600,900,16384,1048576,Windows 10,1.82,749.99
3624,MSI,Intel Core i5 1155G7   2.50GHz,10280,Intel Iris Xe,2690,14,1920,1080,8192,524288,Windows 11,2,391.4
3625,Microsoft,AMD Ryzen 7 2800H,8013,Radeon Vega 11,1821,15,2496,1664,8192,524288,Windows 10,1.55,795
3626,Dell,Intel Core i7 1250U,12421,RTX A2000,13772,16,1920,1200,32768,524288,Windows 11,2.64,1143.44
3627,Lenovo,AMD Ryzen 7 6800H,23656,GeForce RTX 3070 Ti,23757,15.6,1920,1080,32768,1048576,Windows 11,2.41,1849
3628,Razer,Intel Core i7 10875H   2.30GHz,15019,GeForce RTX 2080 SUPER,19603,15.6,3840,2160,16384,524288,Windows 10,4.1,3359.69
3629,Dell,Intel Core i5 1230U,10779,Intel UHD Graphics,1476,14,1920,1080,32768,524288,Windows 10,2.87,1697
3630,Dell,AMD Embedded R Series RX 216GD,1628,Ryzen 3 4300G with Radeon Graphics,2040,15.6,1366,768,32768,1048576,Windows 11,1.64,757.05
3631,Dell,AMD Ryzen 7 5825U,18462,Ryzen 3 4300G with Radeon Graphics,2040,14,1920,1200,32768,1048576,Windows 11,2.25,879
3632,Dell,Intel Core i9 13900HX,44977,GeForce RTX 4070,26876,16,2560,1600,32768,1048576,Windows 11,2.86,2249
3633,HP,Intel Core i3 1115G4   3.00GHz,6132,Intel UHD Graphics,1476,15.6,1366,768,16384,1048576,Windows 11,1.7,459
3634,Lenovo,Intel Core i7 1255U,13775,Intel Iris Xe,2690,15.6,1920,1080,16384,524288,Windows 11,1.63,769
3635,Dell,Intel Core i9 12900,34306,GeForce RTX 4060,19560,15.6,1366,768,32768,524288,Windows 11,3.64,2771.99
3636,HP,Intel Celeron N4120   1.10GHz,2527,Intel UHD Graphics,1476,14,1366,768,4096,65536,ChromeOS,1.55,197.22
3637,MSI,Intel Core i5 1155G7   2.50GHz,10280,Intel Iris Xe,2690,14,1920,1080,8192,524288,Windows 10,2,591.26
3638,Lenovo,Intel Core i7 12800H,24971,Intel Iris Xe,2690,15.6,1920,1080,8192,1048576,Windows 10,1.73,1099
3639,Acer,Intel Core i7 11800H   2.30GHz,20753,GeForce RTX 3060,17089,15.6,1920,1080,16384,1048576,Windows 11,1.48,1429
3640,Dell,Intel Core i7 13620H,26454,Intel UHD Graphics,1476,14,1920,1080,16384,262144,Windows 11,1.23,831.59
3641,Dell,Intel Core i5 12600H,23062,Intel UHD Graphics,1476,15.6,1366,768,16384,131072,Windows 10,2.44,1190.59
