,Brand,CPU Name,CPU Mark,GPU Name,GPU Mark,Monitor,Width,Height,RAM,Storage Amount,OS,Weight,Price
190,Dell,Intel Core i7 12800H,24971.0,Intel UHD Graphics,1476.0,14.0,1920,1080,16.0,256.0,Windows 10,1.23,727.64
191,HP,Intel Core i5 1135G7   2.40GHz,9891.0,Intel Arc,4253.0,15.6,1920,1080,32.0,1000.0,Windows 11,1.6,649.99
192,MSI,Intel Core i7 13700H,28003.0,Intel Iris Xe,2690.0,14.0,1920,1200,32.0,1024.0,Windows 11,1.6,1476.98
193,HP,Intel Core i3 1125G4   2.00GHz,9737.0,Intel UHD Graphics,1476.0,17.3,1600,900,8.0,512.0,Windows 11,1.83,599.99
194,Lenovo,AMD Ryzen 7 PRO 6850U,20851.0,Radeon HD 6320 Graphic,216.0,13.3,1920,1200,16.0,512.0,Windows 11,1.81,1199.99
195,HP,Intel Core i3 1115G4   3.00GHz,6132.0,Intel HD Graphics 620,926.0,15.6,1920,1080,32.0,256.0,Windows 10,1.77,499.79
196,HP,Intel Pentium Silver N5030   1.10GHz,2621.0,Intel UHD Graphics,1476.0,17.3,1600,900,8.0,256.0,Windows 10,1.81,359.0
197,Dell,Intel Core i7 13700H,28003.0,GeForce RTX 2050,7320.0,17.0,1920,1200,16.0,512.0,Windows 11,3.64,2020.92
198,Dell,Intel Core i7 1250U,12421.0,Intel Arc,4253.0,14.0,1920,1080,16.0,256.0,Windows 10,1.23,727.64
199,Lenovo,Intel Core i7 1165G7   2.80GHz,10346.0,Intel UHD Graphics,1476.0,15.6,1920,1080,16.0,512.0,Windows 10,2.42,1599.99
200,Asus,Intel Celeron N4020   1.10GHz,1556.0,Intel UHD Graphics,1476.0,15.6,1920,1080,4.0,64.0,Windows 11,2.68,227.98
201,LG,AMD Ryzen 7 7730U,18825.0,Ryzen 3 4300G with Radeon Graphics,2040.0,16.0,1920,1200,16.0,512.0,Windows 11,1.64,833.9
202,Dell,Intel Core i7 870   2.93GHz,3122.0,GeForce RTX 3050,12961.0,15.6,1920,1200,32.0,512.0,Windows 11,1.92,2140.18
203,Lenovo,Intel Core i7 1355U,15287.0,Intel Iris Xe,2690.0,14.0,1920,1200,16.0,512.0,Windows 10,1.36,1349.98
204,Dell,Intel Core i7 1265U,14043.0,Intel Iris Xe,2690.0,13.3,1920,1080,16.0,256.0,Windows 11,2.68,701.18
205,Lenovo,AMD Ryzen 5 5500U,13144.0,Radeon Ryzen 5 4600GE with Radeon Graphics,1792.0,15.6,1920,1080,8.0,1024.0,Windows 11,1.16,529.99
206,Dell,Intel Core i7 1255U,13775.0,GeForce MX570,6020.0,16.0,1920,1200,16.0,512.0,Windows 10,1.87,1299.0
207,Lenovo,Intel Core i7 4558U   2.80GHz,3052.0,Intel UHD Graphics,1476.0,14.0,1920,1080,16.0,512.0,Windows 10,0.45,559.21
208,HP,Intel Core i7 13700H,28003.0,GeForce RTX 4060,19560.0,15.6,1920,1080,16.0,1024.0,Windows 10,2.42,1126.9
209,MSI,AMD Ryzen 7 5800H,21133.0,Radeon RX 6700M,13283.0,15.6,1920,1080,32.0,1024.0,Windows 10,1.08,1069.99
210,Acer,Intel Core i5 1135G7   2.40GHz,9891.0,Intel Iris Xe,2690.0,14.0,1920,1080,16.0,512.0,Windows 11,1.62,712.99
211,Lenovo,Intel Core i5 12500,19979.0,Intel UHD Graphics 770,1855.0,15.6,1920,1080,8.0,256.0,Windows 11,5.89,683.0
212,MSI,Intel Core i9 13950HX,44905.0,GeForce RTX 4060,19560.0,16.0,1920,1200,32.0,1024.0,Windows 11,1.79,2249.99
213,Dell,AMD Ryzen 7 3750H,8185.0,GeForce RTX 3080 Ti,27324.0,17.3,1920,1080,8.0,1000.0,Windows 11,3.64,2598.74
214,HP,Intel Core i3 1115G4   3.00GHz,6132.0,Intel UHD Graphics,1476.0,15.6,1366,768,32.0,1024.0,Windows 11,1.77,549.79
215,GIGABYTE,Intel Core i7 12700H,26423.0,GeForce RTX 3070 Ti,23757.0,16.0,4,3840,64.0,2048.0,Windows 11,1.56,2059.0
216,HP,AMD Ryzen 3 3250U,3855.0,Intel UHD Graphics,1476.0,15.6,1366,768,16.0,512.0,Windows 10,1.77,599.79
217,Lenovo,Intel Core i3 1115G4   3.00GHz,6132.0,Intel UHD Graphics,1476.0,15.6,1920,1080,32.0,1024.0,Windows 11,1.7,669.0
218,HP,Intel Core i5 1235U,13554.0,Intel Iris Xe,2690.0,14.0,1920,1080,8.0,256.0,Windows 11,1.77,619.79
220,HP,Intel Core i5 1035G1   1.00GHz,7460.0,Intel UHD Graphics,1476.0,14.0,1920,1080,8.0,512.0,Windows 10,1.77,638.79
221,Dell,Intel Core i9 13980HX,48083.0,GeForce RTX 3070 Ti,23757.0,17.3,1920,1080,32.0,512.0,Windows 11,3.64,2218.44
222,Lenovo,AMD Ryzen 7 PRO 6850U,20851.0,Radeon Ryzen 5 4600GE with Radeon Graphics,1792.0,16.0,1920,1200,32.0,1024.0,Windows 11,1.38,1778.81
223,HP,Intel Core i7 13700H,28003.0,RTX A1000 6GB Laptop GPU,10005.0,16.0,3840,2400,32.0,1024.0,Windows 11,1.77,2959.99
224,Panasonic,Intel Core i5 7300U   2.60GHz,3683.0,Intel HD Graphics 620,926.0,14.0,1360,768,16.0,512.0,Windows 10,2.73,595.0
225,Dell,Intel Core i5 1334U,12802.0,Intel UHD Graphics,1476.0,15.6,1920,1080,8.0,256.0,Windows 11,3.64,923.99
226,HP,Intel Core i5 1135G7   2.40GHz,9891.0,Intel Arc,4253.0,14.0,1366,768,32.0,1000.0,Windows 11,1.46,599.99
227,LG,AMD Ryzen 5 5625U,15084.0,Radeon Ryzen 5 4600GE with Radeon Graphics,1792.0,14.0,1920,1200,8.0,512.0,Windows 11,1.88,639.99
228,Lenovo,Intel Core i7 12800H,24971.0,Intel Iris Xe,2690.0,16.0,2560,1600,16.0,512.0,Windows 11,2.0,1349.0
229,HP,Intel Core i5 1235U,13554.0,Intel Iris Xe,2690.0,14.0,1920,1080,8.0,1024.0,Windows 11,1.52,679.79
230,Dell,Intel Core i7 13705H,23728.0,GeForce RTX 3080 Ti,27324.0,15.6,1920,1080,12.0,2000.0,Windows 11,2.67,1871.09
231,Dell,Intel Core i7 1255U,13775.0,Intel Iris Xe,2690.0,15.6,1920,1080,64.0,2048.0,Windows 11,39.99,1354.81
232,Lenovo,Intel Core i5 1335U,16980.0,Intel Iris Xe,2690.0,16.0,1920,1200,8.0,1024.0,Windows 10,2.05,909.0
233,Lenovo,AMD Ryzen 7 7730U,18825.0,Radeon Ryzen 5 4600GE with Radeon Graphics,1792.0,14.0,1920,1200,16.0,512.0,Windows 11,1.38,885.13
234,Lenovo,Intel Core i5 11260H   2.60GHz,15822.0,T550 Laptop GPU,4822.0,14.0,1920,1080,4.0,512.0,Windows 10,0.45,1020.5
235,Lenovo,AMD Ryzen 7 5825U,18462.0,Ryzen 3 4300G with Radeon Graphics,2040.0,15.6,1920,1080,16.0,1024.0,Windows 10,2.0,919.99
236,Lenovo,Intel Core i5 1235U,13554.0,Intel Iris Xe,2690.0,14.0,1920,1200,16.0,512.0,Windows 11,1.77,655.99
237,HP,Intel Core i3 1005G1   1.20GHz,4982.0,Intel UHD Graphics,1476.0,15.6,1366,768,8.0,256.0,Windows 10,2.22,418.5
238,HP,Intel Core i7 12700H,26423.0,Intel Iris Xe,2690.0,16.0,3072,1920,16.0,512.0,Windows 11,3.29,1389.0
239,Dell,AMD Ryzen 7 2800H,8013.0,Intel UHD Graphics,1476.0,14.0,1920,1200,16.0,512.0,Windows 11,3.64,844.4
240,HP,AMD Ryzen 5 5500U,13144.0,Ryzen 3 4300G with Radeon Graphics,2040.0,15.6,1920,1080,32.0,1024.0,Windows 11,1.86,949.0
241,Microsoft,Intel Core i7 13700H,28003.0,RTX 2000 Ada Generation Laptop GPU,15597.0,14.4,2400,1600,32.0,1024.0,Windows 10,1.32,3289.97
242,HP,Intel Core i5 1235U,13554.0,Intel Iris Xe,2690.0,14.0,1920,1080,8.0,1024.0,Windows 11,1.6,746.79
243,HP,Intel Core i7 1185G7   3.00GHz,10552.0,Intel UHD Graphics,1476.0,14.0,1920,1080,16.0,512.0,Windows 10,1.32,969.99
244,HP,AMD Ryzen 5 5500U,13144.0,Intel UHD Graphics,1476.0,17.3,1920,1080,32.0,1024.0,Windows 10,1.77,815.0
245,HP,Intel Core i7 1355U,15287.0,Intel Iris Xe,2690.0,13.5,1920,1280,16.0,512.0,Windows 11,1.78,1249.0
246,Dell,Intel Core i7 9750H   2.60GHz,10936.0,GeForce GTX 1650,7868.0,15.6,1920,1080,32.0,1024.0,Windows 10,2.09,1389.0
247,Lenovo,Intel Core i5 4200U   1.60GHz,2187.0,Intel UHD Graphics,1476.0,12.5,1366,768,8.0,1000.0,Windows 10,1.57,264.98
248,HP,Intel Core i3 1115G4   3.00GHz,6132.0,Intel UHD Graphics,1476.0,15.6,1920,1080,16.0,1024.0,Windows 11,1.77,599.79
249,Dell,Intel Core i7 1255U,13775.0,Intel Iris Xe,2690.0,15.6,1920,1080,16.0,512.0,Windows 11,1.77,940.0
250,HP,Intel Core i7 1255U,13775.0,Intel Iris Xe,2690.0,17.3,1600,900,64.0,2048.0,Windows 11,1.55,1479.0
251,MSI,Intel Core i7 12650H,23276.0,GeForce RTX 4050 Laptop GPU,14691.0,15.6,1920,1080,16.0,512.0,Windows 11,2.22,1169.0
252,HP,Intel Core i5 13400T,21493.0,Intel Iris Xe,2690.0,14.0,1920,1200,16.0,256.0,Windows 11,1.45,1714.99
253,HP,AMD Embedded R Series RX 216GD,1628.0,Radeon Ryzen 5 4600GE with Radeon Graphics,1792.0,15.6,1920,1080,12.0,512.0,Windows 11,1.77,699.99
254,Dell,Intel Core i5 2310   2.90GHz,3642.0,Intel UHD Graphics,1476.0,14.0,1920,1080,64.0,512.0,Windows 11,1.53,922.92
255,Lenovo,Intel Celeron N4020   1.10GHz,1556.0,Intel UHD Graphics 600,324.0,14.0,1366,768,4.0,64.0,Windows 10,1.56,290.0
256,Dell,Intel Core i7 1260P,17229.0,Intel Iris Xe,2690.0,16.0,1920,1200,16.0,512.0,Windows 11,1.77,849.99
257,HP,Intel Core i3 1115G4   3.00GHz,6132.0,Intel UHD Graphics,1476.0,17.3,1600,900,16.0,256.0,Windows 11,1.76,518.79
258,Asus,Intel Core i7 1260P,17229.0,Intel Iris Xe,2690.0,14.0,1920,1080,16.0,1024.0,Windows 11,1.5,949.0
259,Lenovo,AMD Ryzen 7 PRO 7840U,24556.0,Radeon 780M,7108.0,16.0,1920,1200,32.0,512.0,Windows 11,2.68,1479.19
260,MSI,Intel Core i5 10500H   2.50GHz,11287.0,GeForce GTX 1650,7868.0,15.6,1920,1080,8.0,256.0,Windows 10,1.86,696.97
261,Asus,Intel Atom N450   1.66GHz,203.0,Intel GMA 3150 Express,2.0,10.1,1024,600,1.0,250.0,Windows 7,1.27,369.99
262,MSI,Intel Core i7 12700H,26423.0,GeForce RTX 3070 Ti,23757.0,17.3,1920,1080,32.0,2048.0,Windows 11,2.9,2223.16
263,HP,Intel Core i7 1255U,13775.0,GeForce MX550,4601.0,17.3,1920,1080,32.0,4096.0,Windows 11,2.21,1879.0
264,HP,AMD Ryzen 3 3250U,3855.0,Radeon Ryzen 5 4600GE with Radeon Graphics,1792.0,14.0,1920,1080,16.0,512.0,Windows 11,1.85,399.0
265,Dell,Intel Core i5 1135G7   2.40GHz,9891.0,Intel HD Graphics 620,926.0,15.6,1920,1080,16.0,1024.0,Windows 11,1.77,626.79
266,Lenovo,Intel Core i7 1165G7   2.80GHz,10346.0,Intel HD Graphics 620,926.0,14.0,1920,1080,8.0,512.0,Windows 10,1.48,999.99
267,Dell,Intel Core i7 13705H,23728.0,GeForce RTX 3050,12961.0,15.6,3456,2160,32.0,2000.0,Windows 11,3.64,2272.9
268,GIGABYTE,Intel Core i7 13700H,28003.0,GeForce RTX 4080,34635.0,17.3,1920,1080,16.0,1024.0,Windows 11,2.73,1902.2
269,MSI,Intel Core i7 12650H,23276.0,GeForce RTX 2050,7320.0,15.6,1920,1080,16.0,512.0,Windows 11,1.86,1249.0
270,Dell,Intel Core i5 1135G7   2.40GHz,9891.0,Intel Iris Xe,2690.0,14.0,1920,1080,32.0,2048.0,Windows 10,2.91,929.0
271,Lenovo,Intel Core i3 13100,14722.0,Intel UHD Graphics 730,1626.0,13.3,1920,1080,8.0,256.0,Windows 11,2.22,441.0
272,Asus,AMD Ryzen 7 4800H,18658.0,GeForce RTX 3060,17089.0,15.6,1920,1080,16.0,512.0,Windows 11,2.26,949.99
273,Dell,Intel Core i3 1115G4   3.00GHz,6132.0,Intel UHD Graphics,1476.0,15.6,1920,1080,8.0,1024.0,Windows 11,1.77,449.99
274,Lenovo,AMD Ryzen 5 5500U,13144.0,Radeon Ryzen 5 4600GE with Radeon Graphics,1792.0,15.6,1920,1080,12.0,1024.0,Windows 11,1.75,628.0
275,Asus,Intel Core i7 12700H,26423.0,GeForce RTX 4070,26876.0,15.6,1920,1080,16.0,1024.0,Windows 11,2.23,1199.49
276,Dell,Intel Core i5 12600H,23062.0,Intel Arc,4253.0,14.0,1920,1080,8.0,1024.0,Windows 10,1.91,1664.9
277,GIGABYTE,Intel Core i9 12900H,28523.0,GeForce RTX 3080 Ti,27324.0,16.0,3840,2400,16.0,2048.0,Windows 11,2.3,3203.85
278,HP,Intel Core i7 13700TE,27933.0,Intel Iris Xe,2690.0,16.0,2880,1800,32.0,1024.0,Windows 11,1.75,2529.0
279,MSI,Intel Core i7 13620H,26454.0,Intel Iris Xe,2690.0,15.6,1920,1080,32.0,1024.0,Windows 11,1.7,749.0
280,Lenovo,Intel Core i3 N305,9978.0,Intel UHD Graphics,1476.0,15.6,1920,1080,8.0,256.0,Windows 11,1.55,378.27
281,Dell,Intel Core i7 12700H,26423.0,GeForce RTX 3060,17089.0,15.6,1920,1080,32.0,2048.0,Windows 11,2.52,1829.0
282,Acer,AMD Ryzen 3 7320U,9072.0,Ryzen 3 4300G with Radeon Graphics,2040.0,15.6,1920,1080,8.0,128.0,Windows 11,1.78,299.99
283,HP,Intel Celeron N4020   1.10GHz,1556.0,Intel UHD Graphics,1476.0,11.0,1920,1200,4.0,64.0,Windows 11,1.23,219.99
284,HP,Intel Core i7 1355U,15287.0,Intel Iris Xe,2690.0,15.6,1920,1080,32.0,1024.0,Windows 11,1.81,895.0
285,Lenovo,Intel Core i5 10210U   1.60GHz,6228.0,Intel UHD Graphics 620,1042.0,3.0,1920,1080,8.0,256.0,Windows 10,1.68,499.0
286,Asus,Intel Core i5 12450H,17441.0,GeForce RTX 3050,12961.0,15.6,1920,1080,8.0,512.0,Windows 11,3.55,881.94
287,Acer,Intel Core i7 12800HE,29805.0,GeForce RTX 3050,12961.0,15.6,1920,1080,16.0,512.0,Windows 11,2.22,999.79
288,HP,AMD Ryzen 5 5500U,13144.0,Radeon Pro Vega 64,12984.0,17.3,1920,1080,32.0,512.0,Windows 10,2.22,729.79
289,Asus,Intel Core i7 1360P,19333.0,Intel Iris Xe,2690.0,14.0,2560,1600,16.0,1024.0,Windows 11,1.35,1099.99
290,Lenovo,Intel Core i7 8565U   1.80GHz,6136.0,Intel UHD Graphics,1476.0,14.0,1920,1080,8.0,256.0,Windows 10,1.35,999.98
291,Acer,AMD Ryzen 3 3350U,5853.0,Radeon Vega 6,1309.0,15.6,1920,1080,4.0,128.0,Windows 10,1.82,324.0
292,MSI,Intel Core i7 12700H,26423.0,GeForce RTX 3060,17089.0,17.3,1920,1080,32.0,1024.0,Windows 10,2.91,1699.0
293,Dell,Intel Core i5 1235U,13554.0,Intel UHD Graphics,1476.0,15.6,1920,1080,16.0,1024.0,Windows 11,2.68,574.79
294,Dell,Intel Core i7 13650HX,32140.0,GeForce RTX 2050,7320.0,15.6,1920,1080,32.0,1024.0,Windows 11,2.81,1369.0
295,Lenovo,Intel Core i5 10210U   1.60GHz,6228.0,Intel UHD Graphics,1476.0,14.0,1920,1080,8.0,512.0,Windows 10,1.41,679.99
296,HP,Intel N50,2350.0,Intel UHD Graphics 620,1042.0,15.6,1366,768,8.0,1024.0,Windows 10,1.92,610.0
297,Acer,Intel Core i5 12500H,21525.0,GeForce RTX 3050 Ti Laptop GPU,10181.0,15.6,1920,1080,16.0,512.0,Windows 11,2.68,899.79
298,Acer,AMD Ryzen 7 5700U,15853.0,Ryzen 3 4300G with Radeon Graphics,2040.0,15.6,1920,1080,8.0,512.0,Windows 10,1.77,570.22
299,HP,Intel Celeron N4020   1.10GHz,1556.0,Intel UHD Graphics,1476.0,14.0,1920,1080,4.0,64.0,Windows 10,2.26,259.99
300,Lenovo,AMD Ryzen 7 4700U,13446.0,Radeon Pro Vega 64,12984.0,14.0,1920,1080,8.0,2048.0,Windows 10,1.77,799.99
301,Dell,Intel Core i7 1255U,13775.0,Intel Iris Xe,2690.0,15.6,1920,1080,32.0,1.0,Windows 11,1.7,1139.99
302,Dell,Intel Core i7 1255U,13775.0,GeForce MX570,6020.0,16.0,1920,1200,32.0,1024.0,Windows 11,1.86,1439.99
303,Asus,Intel Core i7 13700H,28003.0,Intel Iris Xe,2690.0,14.5,2880,1800,16.0,2048.0,Windows 11,1.77,984.99
304,HP,Intel Core i5 1135G7   2.40GHz,9891.0,Intel HD Graphics 620,926.0,15.6,1920,1080,16.0,1024.0,Windows 10,1.77,578.79
305,Lenovo,AMD Ryzen 7 7730U,18825.0,Ryzen 3 4300G with Radeon Graphics,2040.0,16.0,1920,1200,16.0,512.0,Windows 11,1.9,899.0
306,Dell,Intel Core i5 13420H,18753.0,Intel Arc,4253.0,16.0,1920,1200,8.0,512.0,Windows 11,1.85,895.28
307,Dell,Intel Core i5 1135G7   2.40GHz,9891.0,Intel HD Graphics 620,926.0,15.6,1920,1080,16.0,512.0,Windows 11,1.77,499.0
308,Dell,Intel Core i7 12700H,26423.0,GeForce RTX 3050,12961.0,15.6,1920,1200,16.0,512.0,Windows 11,2.84,1847.99
309,Lenovo,Intel Core i7 1365U,15451.0,Intel Iris Xe,2690.0,16.0,1920,1200,32.0,1024.0,Windows 11,2.4,1559.0
310,Dell,Intel Core i9 13900H,29690.0,GeForce GTX 1050,5051.0,18.0,1920,1200,64.0,1000.0,Windows 11,3.64,2845.7
311,Dell,Intel Core i7 1265U,14043.0,Intel Iris Xe,2690.0,14.0,1920,1200,16.0,512.0,Windows 11,1.77,1199.0
312,LG,Intel Core i7 1360P,19333.0,Intel Iris Xe,2690.0,16.0,2560,1600,16.0,1024.0,No OS,1.36,1333.81
313,Asus,Intel Pentium Silver N6000   1.10GHz,3089.0,Intel UHD Graphics,1476.0,14.0,1920,1080,4.0,128.0,Windows 11,2.27,419.99
314,MSI,Intel Core i7 11800H   2.30GHz,20753.0,GeForce RTX 3060,17089.0,17.3,1920,1080,64.0,2048.0,Windows 10,1.89,1599.99
315,Asus,AMD Ryzen 7 7735HS,24268.0,GeForce RTX 4060,19560.0,17.3,1920,1080,16.0,1024.0,Windows 11,1.69,1849.99
316,Acer,Intel Core i5 12450H,17441.0,GeForce RTX 3050,12961.0,17.3,1920,1080,32.0,2048.0,Windows 11,3.62,1419.0
317,Lenovo,AMD Ryzen 7 7840HS,28906.0,GeForce RTX 2050,7320.0,15.6,1920,1080,16.0,512.0,Windows 10,2.02,1049.0
318,Dell,AMD Ryzen 7 5825U,18462.0,Ryzen 3 4300G with Radeon Graphics,2040.0,14.0,1920,1200,32.0,1024.0,Windows 11,2.25,879.0
319,Lenovo,AMD A9 9425,1508.0,Radeon R5E,296.0,15.6,1920,1080,4.0,128.0,Windows 10,2.09,529.99
320,Dell,AMD Ryzen 7 3750H,8185.0,GeForce RTX 3080 Ti,27324.0,17.3,1920,1080,12.0,512.0,Windows 11,3.64,2598.74
321,Lenovo,Intel Core i7 1165G7   2.80GHz,10346.0,Intel UHD Graphics,1476.0,14.0,1920,1080,16.0,512.0,Windows 10,1.45,1449.0
322,Dell,Intel Core i7 13790F,46110.0,Intel UHD Graphics,1476.0,14.0,1920,1080,16.0,512.0,Windows 10,1.64,1026.88
323,Microsoft,Intel Core i5 11300H   3.10GHz,10984.0,Intel Iris Xe,2690.0,14.4,2400,1600,16.0,256.0,Windows 11,1.74,1641.99
324,Asus,Intel Core i7 12700H,26423.0,Intel Iris Xe,2690.0,16.0,4,3840,16.0,512.0,Windows 11,2.32,1474.99
325,LG,Intel Core i7 1250U,12421.0,Intel Iris Xe,2690.0,15.0,1920,1080,16.0,512.0,Windows 11,1.14,849.0
326,HP,Intel Core i7 1265U,14043.0,Intel Iris Xe,2690.0,14.0,1920,1200,32.0,512.0,Windows 11,1.96,2074.05
327,Lenovo,Intel Core i3 1210U,10641.0,Intel HD Graphics 620,926.0,13.3,1920,1080,16.0,256.0,Windows 10,1.77,939.99
328,Acer,Intel Celeron N5100   1.10GHz,3310.0,Intel UHD Graphics,1476.0,15.6,1920,1080,4.0,32.0,Chrome OS,2.0,319.99
329,Dell,Intel Core i7 1255U,13775.0,Intel Iris Xe,2690.0,15.6,1920,1080,32.0,1024.0,Windows 11,2.32,935.0
330,Asus,Intel Core i9 13900H,29690.0,GeForce RTX 2050,7320.0,16.0,1920,1200,16.0,1024.0,Windows 11,2.6,1629.0
332,HP,Intel Core i3 1115G4   3.00GHz,6132.0,Intel UHD Graphics,1476.0,17.3,1920,1080,8.0,1024.0,Windows 10,1.77,729.99
333,Lenovo,Intel Core i7 1260P,17229.0,Intel Iris Xe,2690.0,16.0,1920,1200,40.0,2048.0,Windows 10,1.72,1599.99
334,Lenovo,Intel Core i7 10750H   2.60GHz,12012.0,T1000 8GB,7619.0,15.6,1920,1080,16.0,1024.0,Windows 10,2.15,1699.99
335,HP,Intel Core i7 1260P,17229.0,Intel Iris Xe,2690.0,15.6,1920,1080,16.0,1024.0,Windows 11,2.22,939.0
336,HP,Intel Core i7 1355U,15287.0,Intel Iris Plus,1818.0,15.6,1920,1080,16.0,1024.0,Windows 11,1.77,975.0
337,Dell,Intel Core i7 1265U,14043.0,Intel Iris Xe,2690.0,14.0,1920,1200,16.0,256.0,Windows 11,1.77,1049.0
338,HP,Intel Core i7 1355U,15287.0,Intel Iris Xe,2690.0,15.6,1920,1080,16.0,512.0,Windows 11,1.77,936.79
339,MSI,Intel Core i7 1360P,19333.0,Intel Iris Xe,2690.0,13.4,1920,1200,32.0,1024.0,Windows 11,1.64,1594.99
340,Lenovo,Intel Core i7 1255U,13775.0,Intel HD Graphics 620,926.0,15.6,1920,1080,24.0,512.0,Windows 11,1.77,1199.99
341,HP,Intel Core i3 1125G4   2.00GHz,9737.0,Intel UHD Graphics,1476.0,17.3,1920,1080,8.0,256.0,Windows 10,1.6,609.99
342,Dell,Intel Core i9 13900HX,44977.0,GeForce RTX 4060,19560.0,15.6,1920,1080,32.0,1024.0,Windows 11,2.15,1929.0
343,Lenovo,Intel Core i7 12800HX,32744.0,RTX A2000,13772.0,16.0,2560,1600,16.0,512.0,Windows 11,2.68,1911.29
344,Lenovo,Intel Core i3 1210U,10641.0,Intel HD Graphics 620,926.0,15.6,1920,1080,12.0,2048.0,Windows 10,1.77,799.99
345,Lenovo,AMD Ryzen 7 PRO 7840U,24556.0,Radeon Ryzen 5 4600GE with Radeon Graphics,1792.0,16.0,1920,1200,16.0,512.0,Windows 11,1.71,1280.37
346,HP,Intel Core i5 1135G7   2.40GHz,9891.0,Intel Iris Xe,2690.0,15.6,1920,1080,32.0,2048.0,Windows 11,2.06,729.0
347,Acer,Intel Core i7 1165G7   2.80GHz,10346.0,Intel Iris Xe,2690.0,15.6,1923,1080,8.0,256.0,Windows 11,1.7,499.99
348,Lenovo,Intel Core i3 1210U,10641.0,Intel HD Graphics 620,926.0,15.6,1920,1080,8.0,2048.0,Windows 10,1.77,779.99
349,Acer,Intel N50,2350.0,GeForce RTX 4070,26876.0,16.0,2560,1440,16.0,1024.0,Windows 10,3.64,1754.14
350,Asus,Intel Core i5 12450H,17441.0,GeForce GTX 1650,7868.0,15.6,1920,1080,8.0,512.0,Windows 11,1.8,942.99
351,MSI,Intel Core i7 11800H   2.30GHz,20753.0,GeForce RTX 3050,12961.0,15.6,1920,1080,8.0,512.0,Windows 10,2.09,885.0
352,Dell,Intel Core i7 13705H,23728.0,GeForce RTX 3050,12961.0,15.6,1920,1200,32.0,512.0,Windows 11,3.64,1924.22
353,Dell,Intel Core i7 10750H   2.60GHz,12012.0,GeForce GTX 1650 Ti,7576.0,15.6,1920,1200,16.0,512.0,Windows 10,1.82,1426.11
354,Asus,Intel Core i3 1005G1   1.20GHz,4982.0,Intel HD Graphics 620,926.0,15.6,1920,1080,20.0,512.0,Windows 10,2.13,479.99
355,HP,Intel Core i5 13420H,18753.0,GeForce RTX 3050,12961.0,15.6,1920,1080,64.0,2048.0,Windows 11,2.68,1079.99
356,HP,AMD Ryzen 7 3700U,7186.0,Radeon RX Vega 10,1645.0,15.6,1366,768,8.0,256.0,Windows 10,1.7,495.0
357,Acer,Intel Core i5 1240P,17329.0,GeForce RTX 3050,12961.0,15.6,1920,1080,16.0,512.0,Windows 11,2.1,769.0
358,HP,Intel Core i5 1135G7   2.40GHz,9891.0,Intel HD Graphics 620,926.0,15.6,1920,1080,16.0,1024.0,Windows 11,1.77,599.79
359,Asus,AMD Ryzen 5 4600H,14526.0,GeForce GTX 1650,7868.0,17.3,1920,1080,8.0,512.0,Windows 10,1.58,879.0
360,Dell,Intel Core i3 1315U,13004.0,Intel Arc,4253.0,13.3,1920,1080,8.0,256.0,Windows 11,3.03,879.99
361,Lenovo,AMD Ryzen 7 5700U,15853.0,Radeon Ryzen 5 4600GE with Radeon Graphics,1792.0,14.0,2240,1400,16.0,512.0,Windows 11,1.16,625.0
362,Dell,Intel Core i5 13400T,21493.0,Intel HD Graphics 620,926.0,14.0,1920,1080,8.0,256.0,Windows 11,1.55,1024.21
363,Dell,Intel Core i9 13900HX,44977.0,GeForce RTX 4070,26876.0,16.0,2560,1600,24.0,2048.0,Windows 10,2.01,2369.0
364,HP,Intel Core i5 1350P,20843.0,Intel Iris Xe,2690.0,13.3,1920,1080,8.0,256.0,Windows 10,2.04,589.99
365,HP,Intel Core i7 1355U,15287.0,Intel Iris Xe,2690.0,15.6,1920,1080,16.0,512.0,Windows 10,2.45,1119.0
366,Lenovo,AMD Ryzen 5 PRO 7540U,17868.0,Radeon 740M,3436.0,14.0,1920,1200,16.0,512.0,Windows 11,2.35,1242.05
367,SMART BUY ELITEBOOK,Intel Core i5 1345U,15348.0,Intel HD Graphics 620,926.0,15.6,1920,1080,8.0,256.0,Windows 11,1.4,1186.65
368,Dell,Intel Core i5 2310   2.90GHz,3642.0,Intel Arc,4253.0,13.3,1920,1080,16.0,512.0,Windows 10,1.19,822.35
369,HP,Intel Core i7 1365U,15451.0,Intel Iris Xe,2690.0,13.3,1920,1200,16.0,512.0,Windows 11,6.84,1764.4
370,Lenovo,Intel Core i5 1135G7   2.40GHz,9891.0,Intel Iris Xe,2690.0,15.6,1920,1080,20.0,1024.0,Windows 11,1.63,635.79
371,HP,Intel Core i5 1345U,15348.0,Intel Iris Pro Graphics 6200,1449.0,13.3,1920,1200,16.0,512.0,Windows 11,1.75,1573.08
372,LG,Intel Core i7 1165G7   2.80GHz,10346.0,Intel Iris Xe,2690.0,16.0,2560,1600,16.0,2048.0,Windows 11,1.5,1239.0
373,ROKC,Intel Core i3 1110G4   1.80GHz,4390.0,Intel Arc,4253.0,14.0,1366,768,12.0,1000.0,Windows 11,2.44,399.99
374,Dell,Intel Core i7 13705H,23728.0,GeForce RTX 3060,17089.0,17.3,3840,2160,16.0,256.0,Windows 11,3.64,2974.1
