,Name,Operating-System,Processor,GPU,Total-Installed-Memory,Display-Size,Total-Installed-Capacity,Weight,CPU,Price,Brand,Width,Height,Processor_,CPU Mark,GPU Mark
1096,"LG 16"" gram Laptop (Obsidian Black)",Windows 11 Pro,Intel Core i7-1360P (13th Gen),Intel Iris Xe ,16,16.0,1024,1.2,12-Core: 2.2 to 5 GHz Performance (4 Cores)1.6 to 3.7 GHz Efficiency (8 Cores),1512.0,LG,2560,1600,Intel Core i7-1360P (13th Gen),19333.0,1971.0
1097,"LG 17"" gram Laptop (Obsidian Black)",Windows 11 Pro,Intel Core i7-1360P (13th Gen),Intel Iris Xe,16,17.0,1024,1.5,12-Core: 2.2 to 5 GHz Performance (4 Cores)1.6 to 3.7 GHz Efficiency (8 Cores),1512.0,LG,2560,1600,Intel Core i7-1360P (13th Gen),19333.0,2690.0
1098,"LG 16"" gram Laptop (Obsidian Black)",Windows 11 Pro,Intel Core i7-1360P (13th Gen),Intel Iris Xe ,16,16.0,1024,1.2,12-Core: 2.2 to 5 GHz Performance (4 Cores)1.6 to 3.7 GHz Efficiency (8 Cores),999.0,LG,2560,1600,Intel Core i7-1360P (13th Gen),19333.0,1971.0
1099,"LG 15.6"" gram Laptop (Obsidian Black)",Windows 11 Pro,Intel Core i5-1340P (13th Gen),Intel Iris Xe ,8,15.6,512,1.14,12-Core: 1.9 to 4.6 GHz Performance (4 Cores)1.4 to 3.4 GHz Efficiency (8 Cores),1349.0,LG,1920,1080,Intel Core i5-1340P (13th Gen),20247.0,1971.0
1100,"LG 15.6"" gram Laptop (Charcoal Gray)",Windows 11 Pro,Intel Core i5-1340P (13th Gen),Intel Iris Xe ,8,15.6,512,1.14,12-Core: 1.9 to 4.6 GHz Performance (4 Cores)1.4 to 3.4 GHz Efficiency (8 Cores),1249.0,LG,1920,1080,Intel Core i5-1340P (13th Gen),20247.0,1971.0
1101,"LG 15.6"" gram Laptop (Obsidian Black)",Windows 11 Pro,Intel Core i5-1340P (13th Gen),Intel Iris Xe ,8,15.6,256,1.14,12-Core: 1.9 to 4.6 GHz Performance (4 Cores)1.4 to 3.4 GHz Efficiency (8 Cores),1299.0,LG,1920,1080,Intel Core i5-1340P (13th Gen),20247.0,1971.0
1102,"LG 15.6"" gram Laptop (Charcoal Gray)",Windows 11 Pro,Intel Core i5-1340P (13th Gen),Intel Iris Xe ,8,15.6,256,1.14,12-Core: 1.9 to 4.6 GHz Performance (4 Cores)1.4 to 3.4 GHz Efficiency (8 Cores),1199.0,LG,1920,1080,Intel Core i5-1340P (13th Gen),20247.0,1971.0
1103,"LG 15.6"" gram Laptop (Obsidian Black)",Windows 11 Pro,Intel Core i7-1360P (13th Gen),Intel Iris Xe ,16,15.6,1024,1.14,12-Core: 2.2 to 5 GHz Performance (4 Cores)1.6 to 3.7 GHz Efficiency (8 Cores),1599.0,LG,1920,1080,Intel Core i7-1360P (13th Gen),19333.0,1971.0
1104,"LG 15.6"" gram Laptop (Obsidian Black)",Windows 11 Pro,Intel Core i7-1360P (13th Gen),Intel Iris Xe ,16,15.6,1024,1.14,12-Core: 2.2 to 5 GHz Performance (4 Cores)1.6 to 3.7 GHz Efficiency (8 Cores),1499.0,LG,1920,1080,Intel Core i7-1360P (13th Gen),19333.0,1971.0
1105,"Dell 11.6"" 32GB Multi-Touch Chromebook 3110 2-in-1 for Education",Chrome OS,Intel Celeron N4500,Intel UHD Graphics ,4,11.6,32,1.42,Dual-Core: 1.1 to 2.8 GHz ,386.5,Dell,1366,768,Intel Celeron N4500,2003.0,324.0
1106,"Dell 11.6"" 32GB Multi-Touch Chromebook 3110 2-in-1 for Education",Chrome OS,Intel Celeron N4500,Intel UHD Graphics ,8,11.6,32,1.42,Dual-Core: 1.1 to 2.8 GHz ,399.95,Dell,1366,768,Intel Celeron N4500,2003.0,324.0
1107,"HP 13.5"" Elite DragonFly Chromebook Enterprise Multi-Touch 2-in-1 Laptop",Chrome OS,Intel Core i7-1265U (12th Gen),Intel Iris Xe ,16,13.5,256,1.3,10-Core: Up to 4.8 GHz Performance (2 Cores)Up to 3.6 GHz Efficiency (8 Cores),1748.95,HP,1920,1280,Intel Core i7-1265U (12th Gen),14043.0,1971.0
1108,"HP 13.5"" Elite DragonFly Chromebook Multi-Touch 2-in-1 Laptop",Chrome OS,Intel Core i3-1215U (12th Gen),Intel UHD Graphics ,8,13.5,128,1.3,6-Core: Up to 4.4 GHz Performance (2 Cores)Up to 3.3 GHz Efficiency (4 Cores),1148.95,HP,2256,1504,Intel Core i3-1215U (12th Gen),11027.0,324.0
1109,"HP 13.5"" Elite DragonFly Chromebook Multi-Touch 2-in-1 Laptop",Chrome OS,Intel Core i3-1215U (12th Gen),Intel UHD Graphics ,8,13.5,128,1.3,6-Core: Up to 4.4 GHz Performance (2 Cores)Up to 3.3 GHz Efficiency (4 Cores),1148.95,HP,2256,1504,Intel Core i3-1215U (12th Gen),11027.0,324.0
1110,"HP 13.5"" Elite DragonFly Chromebook Enterprise Multi-Touch 2-in-1 Laptop",Chrome OS,Intel Core i3-1215U (12th Gen),Intel UHD Graphics ,8,13.5,128,1.3,6-Core: Up to 4.4 GHz Performance (2 Cores)Up to 3.3 GHz Efficiency (4 Cores),1253.95,HP,2256,1504,Intel Core i3-1215U (12th Gen),11027.0,324.0
1111,"Microsoft 13.5"" Multi-Touch Surface Laptop 5 for Business (Matte Black, Metal)",Windows 11 Pro,Intel Core i7-1265U (12th Gen),Intel Iris Xe,32,13.5,1024,1.3,10-Core: Up to 4.8 GHz Performance (2 Cores)Up to 3.6 GHz Efficiency (8 Cores),1958.99,Microsoft,2256,1504,Intel Core i7-1265U (12th Gen),14043.0,2690.0
1112,"Microsoft 13.5"" Multi-Touch Surface Laptop 5 for Business (Matte Black, Metal)",Windows 10 Pro,Intel Core i7-1265U (12th Gen),Intel Iris Xe ,32,13.5,512,1.3,10-Core: Up to 4.8 GHz Performance (2 Cores)Up to 3.6 GHz Efficiency (8 Cores),2231.82,Microsoft,2256,1504,Intel Core i7-1265U (12th Gen),14043.0,1971.0
1113,"Microsoft 13.5"" Multi-Touch Surface Laptop 5 for Business (Matte Black, Metal)",Windows 11 Pro,Intel Core i7-1265U (12th Gen),Intel Iris Xe ,32,13.5,512,1.3,10-Core: Up to 4.8 GHz Performance (2 Cores)Up to 3.6 GHz Efficiency (8 Cores),1808.13,Microsoft,2256,1504,Intel Core i7-1265U (12th Gen),14043.0,1971.0
1114,"Microsoft 13.5"" Multi-Touch Surface Laptop 5 for Business (Matte Black, Metal)",Windows 11 Pro,Intel Core i7-1265U (12th Gen),Intel Iris Xe,32,13.5,512,1.3,10-Core: Up to 4.8 GHz Performance (2 Cores)Up to 3.6 GHz Efficiency (8 Cores),1808.13,Microsoft,2256,1504,Intel Core i7-1265U (12th Gen),14043.0,2690.0
1115,"Microsoft 13.5"" Multi-Touch Surface Laptop 5 for Business (Sage, Metal)",Windows 11 Pro,Intel Core i7-1265U (12th Gen),Intel Iris Xe ,16,13.5,512,1.3,10-Core: Up to 4.8 GHz Performance (2 Cores)Up to 3.6 GHz Efficiency (8 Cores),1499.99,Microsoft,2256,1504,Intel Core i7-1265U (12th Gen),14043.0,1971.0
1116,"Microsoft 13.5"" Multi-Touch Surface Laptop 5 for Business (Matte Black, Metal)",Windows 10 Pro,Intel Core i7-1265U (12th Gen),Intel Iris Xe ,16,13.5,256,1.3,10-Core: Up to 4.8 GHz Performance (2 Cores)Up to 3.6 GHz Efficiency (8 Cores),1735.87,Microsoft,2256,1504,Intel Core i7-1265U (12th Gen),14043.0,1971.0
1117,"Microsoft 13.5"" Multi-Touch Surface Laptop 5 for Business (Matte Black, Metal)",Windows 10 Pro,Intel Core i7-1265U (12th Gen),Intel Iris Xe ,32,13.5,1024,1.3,10-Core: Up to 4.8 GHz Performance (2 Cores)Up to 3.6 GHz Efficiency (8 Cores),2430.22,Microsoft,2256,1504,Intel Core i7-1265U (12th Gen),14043.0,1971.0
1118,"Microsoft 13.5"" Multi-Touch Surface Laptop 5 for Business (Matte Black, Metal)",Windows 11 Pro,Intel Core i5-1245U (12th Gen),Intel Iris Xe ,16,13.5,256,1.3,10-Core: Up to 4.4 GHz Performance (2 Cores)Up to 3.3 GHz Efficiency (8 Cores),1264.95,Microsoft,2256,1504,Intel Core i5-1245U (12th Gen),13481.0,1971.0
1119,"Microsoft 13.5"" Multi-Touch Surface Laptop 5 for Business (Matte Black, Metal)",Windows 10 Pro,Intel Core i5-1245U (12th Gen),Intel Iris Xe ,8,13.5,256,1.3,10-Core: Up to 4.4 GHz Performance (2 Cores)Up to 3.3 GHz Efficiency (8 Cores),1129.95,Microsoft,2256,1504,Intel Core i5-1245U (12th Gen),13481.0,1971.0
1120,"Microsoft 13.5"" Multi-Touch Surface Laptop 5 for Business (Matte Black, Metal)",Windows 10 Pro,Intel Core i5-1245U (12th Gen),Intel Iris Xe ,8,13.5,256,1.3,10-Core: Up to 4.4 GHz Performance (2 Cores)Up to 3.3 GHz Efficiency (8 Cores),1129.95,Microsoft,2256,1504,Intel Core i5-1245U (12th Gen),13481.0,1971.0
1121,"Microsoft 13.5"" Multi-Touch Surface Laptop 5 for Business (Matte Black, Metal)",Windows 11 Pro,Intel Core i5-1245U (12th Gen),Intel Iris Xe ,8,13.5,256,1.3,10-Core: Up to 4.4 GHz Performance (2 Cores)Up to 3.3 GHz Efficiency (8 Cores),1099.95,Microsoft,2256,1504,Intel Core i5-1245U (12th Gen),13481.0,1971.0
1122,"Microsoft 15"" Surface Laptop 5 for Business (Matte Black)",Windows 10 Pro,Intel Core i7-1265U (12th Gen),Intel Iris Xe ,16,15.0,512,1.56,10-Core: Up to 4.8 GHz Performance (2 Cores)Up to 3.6 GHz Efficiency (8 Cores),1784.61,Microsoft,2496,1664,Intel Core i7-1265U (12th Gen),14043.0,1971.0
1123,"Microsoft 15"" Surface Laptop 5 for Business (Matte Black, Metal)",Windows 11 Pro,Intel Core i7-1265U (12th Gen),Intel Iris Xe ,32,15.0,1024,1.56,10-Core: Up to 4.8 GHz Performance (2 Cores)Up to 3.6 GHz Efficiency (8 Cores),2076.95,Microsoft,2496,1664,Intel Core i7-1265U (12th Gen),14043.0,1971.0
1124,"Microsoft 15"" Surface Laptop 5 for Business (Matte Black)",Windows 10 Pro,Intel Core i7-1265U (12th Gen),Intel Iris Xe ,32,15.0,1024,1.56,10-Core: Up to 4.8 GHz Performance (2 Cores)Up to 3.6 GHz Efficiency (8 Cores),2529.41,Microsoft,2496,1664,Intel Core i7-1265U (12th Gen),14043.0,1971.0
1125,"Microsoft 15"" Surface Laptop 5 for Business (Platinum, Metal)",Windows 11 Pro,Intel Core i7-1265U (12th Gen),Intel Iris Xe ,16,15.0,512,1.56,10-Core: Up to 4.8 GHz Performance (2 Cores)Up to 3.6 GHz Efficiency (8 Cores),1599.5,Microsoft,2496,1664,Intel Core i7-1265U (12th Gen),14043.0,1971.0
1126,"Microsoft 15"" Surface Laptop 5 for Business (Platinum, Metal)",Windows 11 Pro,Intel Core i7-1265U (12th Gen),Intel Iris Xe,16,15.0,512,1.56,10-Core: Up to 4.8 GHz Performance (2 Cores)Up to 3.6 GHz Efficiency (8 Cores),1599.5,Microsoft,2496,1664,Intel Core i7-1265U (12th Gen),14043.0,2690.0
1127,"Microsoft 13.5"" Multi-Touch Surface Laptop 5 (Platinum, Alcantara)",Windows 11 Home,Intel Core i7-1255U (12th Gen),Intel Iris Xe ,16,13.5,512,1.3,10-Core: Up to 4.7 GHz Performance (2 Cores)Up to 3.4 GHz Efficiency (8 Cores),1699.0,Microsoft,2256,1504,Intel Core i7-1255U (12th Gen),13775.0,1971.0
1128,"Microsoft 13.5"" Multi-Touch Surface Laptop 5 (Matte Black, Metal)",Windows 11 Home,Intel Core i5-1235U (12th Gen),Intel Iris Xe,8,13.5,512,1.3,10-Core: Up to 4.4 GHz Performance (2 Cores)Up to 3.3 GHz Efficiency (8 Cores),899.99,Microsoft,2256,1504,Intel Core i5-1235U (12th Gen),13554.0,2690.0
1129,"Microsoft 13.5"" Multi-Touch Surface Laptop 5 (Sandstone, Metal)",Windows 11 Home,Intel Core i5-1235U (12th Gen),Intel Iris Xe,8,13.5,512,1.3,10-Core: Up to 4.4 GHz Performance (2 Cores)Up to 3.5 GHz Efficiency (8 Cores),899.99,Microsoft,2256,1504,Intel Core i5-1235U (12th Gen),13554.0,2690.0
1130,"Microsoft 15"" Multi-Touch Surface Laptop 5 (Matte Black, Metal)",Windows 11 Home,Intel Core i7-1255U (12th Gen),Intel Iris Xe,8,15.0,512,1.56,10-Core: Up to 4.7 GHz Performance (2 Cores)Up to 3.4 GHz Efficiency (8 Cores),1499.0,Microsoft,2496,1664,Intel Core i7-1255U (12th Gen),13775.0,2690.0
1131,"Microsoft 13.5"" Multi-Touch Surface Laptop 5 (Sage, Metal)",Windows 11 Home,Intel Core i7-1255U (12th Gen),Intel Iris Xe,16,13.5,512,1.3,10-Core: Up to 4.7 GHz Performance (2 Cores)Up to 3.4 GHz Efficiency (8 Cores),1699.0,Microsoft,2256,1504,Intel Core i7-1255U (12th Gen),13775.0,2690.0
1132,"Microsoft 13.5"" Multi-Touch Surface Laptop 5 (Platinum, Alcantara)",Windows 11 Home,Intel Core i5-1235U (12th Gen),Intel Iris Xe ,8,13.5,512,1.3,10-Core: Up to 4.4 GHz Performance (2 Cores)Up to 3.3 GHz Efficiency (8 Cores),899.99,Microsoft,2256,1504,Intel Core i5-1235U (12th Gen),13554.0,1971.0
1133,"Microsoft 13.5"" Multi-Touch Surface Laptop 5 (Sage, Metal)",Windows 11 Home,Intel Core i5-1235U (12th Gen),Intel Iris Xe ,8,13.5,512,1.3,10-Core: Up to 4.4 GHz Performance (2 Cores)Up to 3.3 GHz Efficiency (8 Cores),899.99,Microsoft,2256,1504,Intel Core i5-1235U (12th Gen),13554.0,1971.0
1134,"Microsoft 15"" Multi-Touch Surface Laptop 5 (Matte Black, Metal)",Windows 11 Home,Intel Core i7-1255U (12th Gen),Intel Iris Xe ,16,15.0,512,1.56,10-Core: Up to 4.7 GHz Performance (2 Cores)Up to 3.4 GHz Efficiency (8 Cores),1799.0,Microsoft,2496,1664,Intel Core i7-1255U (12th Gen),13775.0,1971.0
1135,"Microsoft 15"" Multi-Touch Surface Laptop 5 (Platinum, Metal)",Windows 11 Home,Intel Core i7-1255U (12th Gen),Intel Iris Xe ,16,15.0,512,1.56,10-Core: Up to 4.7 GHz Performance (2 Cores)Up to 3.4 GHz Efficiency (8 Cores),1799.0,Microsoft,2496,1664,Intel Core i7-1255U (12th Gen),13775.0,1971.0
1136,"Microsoft 13.5"" Multi-Touch Surface Laptop 5 (Matte Black, Metal)",Windows 11 Home,Intel Core i7-1255U (12th Gen),Intel Iris Xe ,16,13.5,512,1.3,10-Core: Up to 4.7 GHz Performance (2 Cores)Up to 3.4 GHz Efficiency (8 Cores),1699.99,Microsoft,2256,1504,Intel Core i7-1255U (12th Gen),13775.0,1971.0
1137,"Microsoft 13.5"" Multi-Touch Surface Laptop 5 (Sandstone, Metal)",Windows 11 Home,Intel Core i7-1255U (12th Gen),Intel Iris Xe ,16,13.5,512,1.3,10-Core: Up to 4.7 GHz Performance (2 Cores)Up to 3.4 GHz Efficiency (8 Cores),1299.99,Microsoft,2256,1504,Intel Core i7-1255U (12th Gen),13775.0,1971.0
1138,"Microsoft 15"" Multi-Touch Surface Laptop 5 (Platinum, Metal)",Windows 11 Home,Intel Core i7-1255U (12th Gen),Intel Iris Xe,8,15.0,256,1.56,10-Core: Up to 4.7 GHz Performance (2 Cores)Up to 3.4 GHz Efficiency (8 Cores),1299.0,Microsoft,2496,1664,Intel Core i7-1255U (12th Gen),13775.0,2690.0
1139,"Microsoft 13.5"" Multi-Touch Surface Laptop 5 (Platinum, Alcantara)",Windows 11 Home,Intel Core i5-1235U (12th Gen),Intel Iris Xe ,8,13.5,256,1.3,10-Core: Up to 4.4 GHz Performance (2 Cores)Up to 3.3 GHz Efficiency (8 Cores),999.0,Microsoft,2256,1504,Intel Core i5-1235U (12th Gen),13554.0,1971.0
1140,"Microsoft 15"" Multi-Touch Surface Laptop 5 (Matte Black, Metal)",Windows 11 Home,Intel Core i7-1255U (12th Gen),Intel Iris Xe ,32,15.0,1024,1.56,10-Core: Up to 4.7 GHz Performance (2 Cores)Up to 3.4 GHz Efficiency (8 Cores),2399.0,Microsoft,2496,1664,Intel Core i7-1255U (12th Gen),13775.0,1971.0
1141,"Microsoft 13.5"" Multi-Touch Surface Laptop 5 for Business (Sandstone, Metal)",Windows 11 Pro,Intel Core i7-1265U (12th Gen),Intel Iris Xe,16,13.5,512,1.3,10-Core: Up to 4.8 GHz Performance (2 Cores)Up to 3.6 GHz Efficiency (8 Cores),1499.99,Microsoft,2256,1504,Intel Core i7-1265U (12th Gen),14043.0,2690.0
1142,"Microsoft 13.5"" Multi-Touch Surface Laptop 5 for Business (Matte Black, Metal)",Windows 11 Pro,Intel Core i7-1265U (12th Gen),Intel Iris Xe,16,13.5,256,1.3,10-Core: Up to 4.8 GHz Performance (2 Cores)Up to 3.6 GHz Efficiency (8 Cores),1400.65,Microsoft,2256,1504,Intel Core i7-1265U (12th Gen),14043.0,2690.0
1143,"Microsoft 13.5"" Multi-Touch Surface Laptop 5 for Business (Sandstone, Metal)",Windows 11 Pro,Intel Core i5-1245U (12th Gen),Intel Iris Xe ,16,13.5,512,1.3,10-Core: Up to 4.4 GHz Performance (2 Cores)Up to 3.3 GHz Efficiency (8 Cores),1366.5,Microsoft,2256,1504,Intel Core i5-1245U (12th Gen),13481.0,1971.0
1144,"Microsoft 13.5"" Multi-Touch Surface Laptop 5 for Business (Sage, Metal)",Windows 11 Pro,Intel Core i5-1245U (12th Gen),Intel Iris Xe ,16,13.5,512,1.3,10-Core: Up to 4.4 GHz Performance (2 Cores)Up to 3.3 GHz Efficiency (8 Cores),1366.5,Microsoft,2256,1504,Intel Core i5-1245U (12th Gen),13481.0,1971.0
1145,"Microsoft 13.5"" Multi-Touch Surface Laptop 5 for Business (Matte Black, Metal)",Windows 11 Pro,Intel Core i5-1245U (12th Gen),Intel Iris Xe ,16,13.5,512,1.3,10-Core: Up to 4.4 GHz Performance (2 Cores)Up to 3.3 GHz Efficiency (8 Cores),1366.5,Microsoft,2256,1504,Intel Core i5-1245U (12th Gen),13481.0,1971.0
1146,"Microsoft 13.5"" Multi-Touch Surface Laptop 5 for Business (Matte Black, Metal)",Windows 11 Pro,Intel Core i5-1245U (12th Gen),Intel Iris Xe ,16,13.5,512,1.3,10-Core: Up to 4.4 GHz Performance (2 Cores)Up to 3.3 GHz Efficiency (8 Cores),1366.5,Microsoft,2256,1504,Intel Core i5-1245U (12th Gen),13481.0,1971.0
1147,"Microsoft 13.5"" Multi-Touch Surface Laptop 5 for Business (Matte Black, Metal)",Windows 11 Pro,Intel Core i5-1245U (12th Gen),Intel Iris Xe ,8,13.5,512,1.3,10-Core: Up to 4.4 GHz Performance (2 Cores)Up to 3.3 GHz Efficiency (8 Cores),1399.95,Microsoft,2256,1504,Intel Core i5-1245U (12th Gen),13481.0,1971.0
1148,"Microsoft 13.5"" Multi-Touch Surface Laptop 5 for Business (Matte Black, Metal)",Windows 10 Pro,Intel Core i5-1245U (12th Gen),Intel Iris Xe ,16,13.5,512,1.3,10-Core: Up to 4.4 GHz Performance (2 Cores)Up to 3.3 GHz Efficiency (8 Cores),1649.95,Microsoft,2256,1504,Intel Core i5-1245U (12th Gen),13481.0,1971.0
1149,"Microsoft 13.5"" Multi-Touch Surface Laptop 5 for Business (Platinum, Alcantara)",Windows 11 Pro,Intel Core i7-1265U (12th Gen),Intel Iris Xe ,16,13.5,512,1.3,10-Core: Up to 4.8 GHz Performance (2 Cores)Up to 3.6 GHz Efficiency (8 Cores),1499.95,Microsoft,2256,1504,Intel Core i7-1265U (12th Gen),14043.0,1971.0
1150,"Microsoft 13.5"" Multi-Touch Surface Laptop 5 for Business (Matte Black, Metal)",Windows 11 Pro,Intel Core i7-1265U (12th Gen),Intel Iris Xe ,16,13.5,512,1.3,10-Core: Up to 4.8 GHz Performance (2 Cores)Up to 3.6 GHz Efficiency (8 Cores),1499.99,Microsoft,2256,1504,Intel Core i7-1265U (12th Gen),14043.0,1971.0
1151,"Microsoft 13.5"" Multi-Touch Surface Laptop 5 for Business (Sage, Metal)",Windows 10 Pro,Intel Core i7-1265U (12th Gen),Intel Iris Xe ,16,13.5,512,1.3,10-Core: Up to 4.8 GHz Performance (2 Cores)Up to 3.6 GHz Efficiency (8 Cores),1835.05,Microsoft,2256,1504,Intel Core i7-1265U (12th Gen),14043.0,1971.0
1152,"Microsoft 13.5"" Multi-Touch Surface Laptop 5 for Business (Matte Black, Metal)",Windows 10 Pro,Intel Core i7-1265U (12th Gen),Intel Iris Xe ,16,13.5,512,1.3,10-Core: Up to 4.8 GHz Performance (2 Cores)Up to 3.6 GHz Efficiency (8 Cores),1835.05,Microsoft,2256,1504,Intel Core i7-1265U (12th Gen),14043.0,1971.0
1153,"Microsoft 13.5"" Multi-Touch Surface Laptop 5 for Business (Platinum, Alcantara)",Windows 10 Pro,Intel Core i7-1265U (12th Gen),Intel Iris Xe ,16,13.5,512,1.3,10-Core: Up to 4.8 GHz Performance (2 Cores)Up to 3.6 GHz Efficiency (8 Cores),1835.05,Microsoft,2256,1504,Intel Core i7-1265U (12th Gen),14043.0,1971.0
1154,"Microsoft 13.5"" Multi-Touch Surface Laptop 5 for Business (Matte Black, Metal)",Windows 10 Pro,Intel Core i5-1245U (12th Gen),Intel Iris Xe ,16,13.5,256,1.3,10-Core: Up to 4.4 GHz Performance (2 Cores)Up to 3.3 GHz Efficiency (8 Cores),1549.95,Microsoft,2256,1504,Intel Core i5-1245U (12th Gen),13481.0,1971.0
1155,"Microsoft 13.5"" Multi-Touch Surface Laptop 5 for Business (Platinum, Alcantara)",Windows 11 Pro,Intel Core i7-1265U (12th Gen),Intel Iris Xe ,16,13.5,256,1.3,10-Core: Up to 4.8 GHz Performance (2 Cores)Up to 3.6 GHz Efficiency (8 Cores),1400.65,Microsoft,2256,1504,Intel Core i7-1265U (12th Gen),14043.0,1971.0
1156,"Microsoft 13.5"" Multi-Touch Surface Laptop 5 for Business (Platinum, Alcantara)",Windows 10 Pro,Intel Core i7-1265U (12th Gen),Intel Iris Xe ,16,13.5,256,1.3,10-Core: Up to 4.8 GHz Performance (2 Cores)Up to 3.6 GHz Efficiency (8 Cores),1734.95,Microsoft,2256,1504,Intel Core i7-1265U (12th Gen),14043.0,1971.0
1157,"Microsoft 15"" Surface Laptop 5 for Business (Matte Black, Metal)",Windows 11 Pro,Intel Core i7-1265U (12th Gen),Intel Iris Xe ,16,15.0,512,1.56,10-Core: Up to 4.8 GHz Performance (2 Cores)Up to 3.6 GHz Efficiency (8 Cores),1599.35,Microsoft,2496,1664,Intel Core i7-1265U (12th Gen),14043.0,1971.0
1158,"Microsoft 15"" Surface Laptop 5 for Business (Matte Black)",Windows 10 Pro,Intel Core i7-1265U (12th Gen),Intel Iris Xe ,8,15.0,512,1.56,10-Core: Up to 4.8 GHz Performance (2 Cores)Up to 3.6 GHz Efficiency (8 Cores),1616.5,Microsoft,2496,1664,Intel Core i7-1265U (12th Gen),14043.0,1971.0
1159,"Microsoft 15"" Surface Laptop 5 for Business (Platinum)",Windows 10 Pro,Intel Core i7-1265U (12th Gen),Intel Iris Xe ,8,15.0,512,1.56,10-Core: Up to 4.8 GHz Performance (2 Cores)Up to 3.6 GHz Efficiency (8 Cores),1616.5,Microsoft,2496,1664,Intel Core i7-1265U (12th Gen),14043.0,1971.0
1160,"Microsoft 15"" Surface Laptop 5 for Business (Platinum)",Windows 10 Pro,Intel Core i7-1265U (12th Gen),Intel Iris Xe ,16,15.0,512,1.56,10-Core: Up to 4.8 GHz Performance (2 Cores)Up to 3.6 GHz Efficiency (8 Cores),1934.25,Microsoft,2496,1664,Intel Core i7-1265U (12th Gen),14043.0,1971.0
1161,"Microsoft 15"" Surface Laptop 5 for Business (Platinum, Metal)",Windows 11 Pro,Intel Core i7-1265U (12th Gen),Intel Iris Xe ,8,15.0,256,1.56,10-Core: Up to 4.8 GHz Performance (2 Cores)Up to 3.6 GHz Efficiency (8 Cores),1399.95,Microsoft,2496,1664,Intel Core i7-1265U (12th Gen),14043.0,1971.0
1162,"Microsoft 15"" Surface Laptop 5 for Business (Matte Black, Metal)",Windows 11 Pro,Intel Core i7-1265U (12th Gen),Intel Iris Xe ,16,15.0,256,1.56,10-Core: Up to 4.8 GHz Performance (2 Cores)Up to 3.6 GHz Efficiency (8 Cores),1499.95,Microsoft,2496,1664,Intel Core i7-1265U (12th Gen),14043.0,1971.0
1163,"Microsoft 15"" Surface Laptop 5 for Business (Platinum, Metal)",Windows 11 Pro,Intel Core i7-1265U (12th Gen),Intel Iris Xe ,16,15.0,256,1.56,10-Core: Up to 4.8 GHz Performance (2 Cores)Up to 3.6 GHz Efficiency (8 Cores),1499.99,Microsoft,2496,1664,Intel Core i7-1265U (12th Gen),14043.0,1971.0
1164,"Microsoft 15"" Surface Laptop 5 for Business (Platinum)",Windows 10 Pro,Intel Core i7-1265U (12th Gen),Intel Iris Xe ,16,15.0,256,1.56,10-Core: Up to 4.8 GHz Performance (2 Cores)Up to 3.6 GHz Efficiency (8 Cores),1835.05,Microsoft,2496,1664,Intel Core i7-1265U (12th Gen),14043.0,1971.0
1165,"Microsoft 15"" Surface Laptop 5 for Business (Matte Black)",Windows 10 Pro,Intel Core i7-1265U (12th Gen),Intel Iris Xe ,16,15.0,256,1.56,10-Core: Up to 4.8 GHz Performance (2 Cores)Up to 3.6 GHz Efficiency (8 Cores),1835.05,Microsoft,2496,1664,Intel Core i7-1265U (12th Gen),14043.0,1971.0
1166,"HP 14"" 14a-ca0040nr 32GB Chromebook x360 2-in-1 (Mineral and Natural Silver)",Chrome OS,Intel Celeron N4020,Intel UHD Graphics 600,4,14.0,32,1.5,1.1 to 2.8 GHz Dual-Core,344.01,HP,1366,768,Intel Celeron N4020,1556.0,324.0
1167,"Panasonic 14"" TOUGHBOOK 55 Mk3 Multi-Touch Laptop (Wi-Fi + 4G LTE)",Windows 11 Pro,Intel Core i7-1370P (13th Gen),Intel Iris Xe ,16,14.0,512,2.2,14-Core: 1.9 to 5.2 GHz Performance (6 Cores)1.4 to 3.9 GHz Efficiency (8 Cores),3372.95,Panasonic,1920,1080,Intel Core i7-1370P (13th Gen),21088.0,1971.0
1168,"Panasonic 14"" TOUGHBOOK 55 Mk3 Multi-Touch Laptop (Wi-Fi + 4G LTE)",Windows 11 Pro,Intel Core i7-1370P (13th Gen),Intel Iris Xe ,16,14.0,512,2.2,14-Core: 1.9 to 5.2 GHz Performance (6 Cores)1.4 to 3.9 GHz Efficiency (8 Cores),4123.95,Panasonic,1920,1080,Intel Core i7-1370P (13th Gen),21088.0,1971.0
1169,"Panasonic 14"" TOUGHBOOK 55 Multi-Touch Laptop",Windows 11 Pro,Intel Core i5-1145G7 (11th Gen),Intel Iris Xe ,16,14.0,512,2.2,Quad-Core: 1.1 to 4.4 GHz ,2689.52,Panasonic,1366,768,Intel Core i5-1145G7 (11th Gen),9970.0,1971.0
1170,"Panasonic 14"" TOUGHBOOK 55 Multi-Touch Laptop",Windows 11 Pro,Intel Core i7-1185G7 (11th Gen),Intel Iris Xe ,32,14.0,512,2.2,Quad-Core: 1.2 to 4.8 GHz ,3615.52,Panasonic,1920,1080,Intel Core i7-1185G7 (11th Gen),10552.0,1971.0
