Brand,CPU Mark,GPU Mark,Monitor,Width,Height,RAM,Storage Amount,OS,Weight,Price
Dell,18462.0,1792.0,15.6,1920,1080,16.0,2048.0,Windows 11,2.11,769.99
Dell,32933.0,12961.0,15.6,1920,1200,32.0,1024.0,Windows 10,1.92,2221.03
Dell,34306.0,19560.0,15.6,1920,1200,32.0,4000.0,Windows 11,3.64,2348.08
Lenovo,2502.0,1476.0,14.0,1366,768,8.0,500.0,Other,1.74,408.5
HP,13775.0,2690.0,15.6,1920,1080,16.0,1024.0,Windows 11,2.06,801.0
HP,15287.0,2690.0,15.6,1920,1080,16.0,1024.0,Windows 11,2.22,929.99
Apple,14191.0,1506.0,13.3,2560,1600,8.0,1024.0,Windows 10,1.3,1399.0
Dell,12802.0,12961.0,15.6,1920,1080,8.0,512.0,Windows 11,3.64,1013.88
Other,3395.0,926.0,14.0,1920,1080,8.0,1024.0,Windows 10,1.52,704.01
Lenovo,1260.0,926.0,15.6,1920,1080,4.0,500.0,Windows 10,1.03,441.0
MSI,23276.0,19560.0,15.6,1920,1080,32.0,4096.0,Windows 11,2.27,1689.0
Asus,28003.0,2690.0,14.5,2880,1800,16.0,1024.0,Windows 11,2.03,1039.99
Apple,15398.0,1722.0,13.6,2560,1664,8.0,512.0,Windows 10,1.24,1299.0
Dell,8185.0,23757.0,17.3,1920,1080,16.0,2000.0,Windows 11,3.64,2598.74
Other,2527.0,630.0,11.6,1920,1080,6.0,256.0,Windows 11,1.41,260.83
Lenovo,28003.0,7320.0,16.0,2560,1600,16.0,4096.0,Windows 11,2.17,1609.0
Microsoft,13554.0,2690.0,13.5,2256,1504,8.0,512.0,Windows 10,1.3,899.99
Dell,26423.0,12961.0,16.0,3072,1920,16.0,512.0,Windows 10,2.05,1339.0
Dell,8185.0,23757.0,17.3,1920,1080,64.0,4000.0,Windows 11,3.64,2598.74
Asus,28003.0,2690.0,14.5,2880,1800,16.0,2048.0,Windows 11,1.77,984.99
HP,2470.0,1476.0,14.0,1366,768,8.0,500.0,Windows 10,1.66,202.98
Lenovo,26423.0,8274.0,16.0,2560,1600,32.0,1024.0,Windows 11,2.09,1449.0
Asus,18658.0,11706.0,15.6,1920,1080,16.0,1024.0,Windows 10,2.09,1297.0
Lenovo,15287.0,1476.0,16.0,1920,1200,16.0,512.0,Windows 11,0.89,1063.99
HP,3855.0,1792.0,15.6,1920,1080,16.0,1024.0,Windows 10,2.07,659.0
HP,18753.0,12961.0,15.6,1920,1080,16.0,512.0,Windows 11,2.27,689.99
Lenovo,32929.0,19560.0,16.0,2560,1600,16.0,2048.0,Windows 11,2.52,1969.0
HP,184.0,1042.0,14.0,1920,1080,4.0,64.0,Windows 10,1.44,260.0
Dell,13004.0,4253.0,13.3,1920,1080,8.0,256.0,Windows 11,3.03,879.99
MSI,8553.0,7868.0,15.6,1920,1080,24.0,1024.0,Windows 11,1.86,869.0
Lenovo,10346.0,926.0,14.0,1920,1080,16.0,512.0,Windows 10,0.89,949.04
MSI,15287.0,1971.0,15.6,1920,1080,16.0,1024.0,Windows 10,1.7,899.0
Asus,10936.0,11706.0,15.6,1920,1080,16.0,512.0,Windows 10,2.09,1448.98
Dell,10346.0,2690.0,13.3,1920,1080,16.0,512.0,Windows 11,1.79,909.0
Lenovo,24556.0,7108.0,13.3,1920,1200,16.0,512.0,Windows 10,1.19,1624.95
Dell,23728.0,12961.0,15.6,3840,2160,64.0,1000.0,Windows 11,3.64,2962.57
HP,21493.0,2690.0,15.6,1920,1080,16.0,512.0,Windows 11,2.29,1299.0
Dell,10346.0,2690.0,15.6,1920,1080,16.0,2048.0,Windows 11,1.77,799.99
Dell,10329.0,3729.0,13.3,2560,1600,16.0,512.0,Windows 11,1.26,699.99
Dell,19012.0,12961.0,15.6,1920,1080,32.0,1024.0,Windows 10,2.07,1139.0
Other,3240.0,926.0,12.0,2160,1440,16.0,512.0,Windows 10,1.66,860.0
Asus,8473.0,7868.0,15.6,1920,1080,12.0,512.0,Windows 10,2.54,949.0
MSI,23276.0,19334.0,15.6,1920,1080,16.0,512.0,Windows 11,1.86,1199.0
Lenovo,21088.0,22064.0,16.0,1920,1200,32.0,1024.0,Windows 10,1.71,2469.0
MSI,23284.0,7868.0,15.6,1920,1080,16.0,512.0,Windows 10,1.09,711.79
Lenovo,16506.0,1792.0,14.0,1920,1200,8.0,256.0,Windows 11,1.15,642.82
Acer,15853.0,2040.0,15.6,1920,1080,8.0,512.0,Windows 10,1.77,570.22
Lenovo,9891.0,926.0,14.0,1920,1080,8.0,256.0,Windows 10,2.22,988.0
HP,17229.0,2690.0,15.6,1920,1080,32.0,1024.0,Windows 11,1.87,899.99
HP,197.0,555.0,15.6,1920,1080,4.0,128.0,Windows 10,2.42,288.0
Lenovo,10641.0,926.0,13.3,1920,1080,8.0,1024.0,Windows 10,1.77,989.99
LG,12421.0,2690.0,16.0,2560,1600,16.0,512.0,Windows 11,1.5,1599.0
Asus,1108.0,926.0,14.0,1920,1080,4.0,64.0,Other,1.45,215.0
Lenovo,10552.0,3708.0,14.0,1920,1080,32.0,1024.0,Windows 11,1.45,1294.43
Lenovo,9072.0,1792.0,15.6,1920,1080,8.0,1024.0,Windows 11,1.47,439.99
Asus,1108.0,926.0,11.6,1366,768,4.0,256.0,Windows 10,1.27,354.17
Lenovo,6444.0,926.0,15.6,1920,1080,8.0,256.0,Windows 10,1.77,1499.99
Microsoft,9970.0,2690.0,13.0,2880,1920,8.0,512.0,Windows 11,0.89,1126.51
Acer,13554.0,2690.0,15.6,1920,1080,8.0,512.0,Windows 11,1.92,469.99
Dell,26423.0,12961.0,16.0,1920,1200,8.0,1024.0,Windows 10,1.96,1109.0
Asus,29690.0,7320.0,13.4,2560,1600,16.0,1024.0,Windows 11,3.14,1599.99
Microsoft,17441.0,1449.0,13.5,2256,1504,8.0,512.0,Windows 10,1.27,679.0
Apple,15398.0,1722.0,13.6,2560,1664,16.0,2048.0,Windows 10,1.24,2099.0
HP,10346.0,2690.0,17.3,1920,1080,16.0,512.0,Windows 10,2.55,1199.0
LG,14596.0,2690.0,16.0,2560,1600,16.0,512.0,Windows 11,1.18,1046.71
Dell,13775.0,6020.0,16.0,1920,1200,16.0,512.0,Windows 11,1.73,989.0
Dell,24971.0,1476.0,14.0,1920,1080,16.0,512.0,Windows 10,1.23,771.53
HP,29690.0,19560.0,16.0,2560,1600,32.0,1024.0,Windows 11,4.52,1749.0
LG,15084.0,240.0,14.0,1920,1200,8.0,512.0,Windows 10,1.29,784.0
HP,11027.0,1476.0,15.6,1920,1080,8.0,512.0,Windows 11,2.22,439.79
Dell,28003.0,2690.0,16.0,2560,1600,32.0,1024.0,Windows 10,1.98,1439.0
Lenovo,6026.0,1402.0,14.0,1920,1080,8.0,1024.0,Windows 10,1.77,1029.99
Lenovo,18753.0,12961.0,15.6,1920,1080,8.0,512.0,Windows 11,2.4,978.99
Dell,26454.0,1476.0,14.0,1920,1080,32.0,1000.0,Windows 11,3.64,1097.24
Acer,2010.0,4.0,14.0,1920,1080,16.0,512.0,Windows 11,1.25,559.99
HP,16980.0,2690.0,17.3,1920,1080,16.0,1024.0,Windows 11,2.07,709.39
MSI,28003.0,2690.0,16.0,2560,1600,32.0,1024.0,Windows 11,1.9,1562.42
MSI,21525.0,2808.0,15.6,1920,1080,8.0,256.0,Windows 10,1.77,1110.99
HP,27476.0,26876.0,16.0,1920,1200,32.0,1024.0,Windows 11,1.65,3148.68
Apple,15398.0,2152.0,15.3,2880,1864,8.0,1024.0,Windows 10,1.5,1699.0
Dell,15287.0,4253.0,14.0,1920,1080,16.0,512.0,Windows 11,1.55,1066.99
Dell,13775.0,2690.0,15.6,1920,1080,64.0,2048.0,Windows 11,2.37,1149.0
MSI,26423.0,23757.0,17.3,1920,1080,32.0,2048.0,Windows 11,2.9,2223.16
MSI,26454.0,19560.0,17.3,1920,1080,32.0,1024.0,Windows 11,2.6,1649.6
Other,2003.0,18.0,14.0,1920,1080,8.0,32.0,Other,1.45,313.62
Asus,23896.0,17089.0,15.6,2560,1440,16.0,512.0,Windows 11,1.9,1649.0
Dell,18462.0,4601.0,15.6,1920,1080,48.0,1024.0,Windows 10,1.64,1169.0
Dell,8013.0,1476.0,15.6,1920,1080,16.0,512.0,Windows 11,3.64,649.89
Lenovo,16506.0,240.0,14.0,1920,1200,8.0,256.0,Windows 10,1.38,625.99
Dell,32140.0,7320.0,15.6,1920,1080,24.0,2048.0,Windows 10,3.16,1439.0
Apple,23805.0,6010.0,16.2,3456,2234,36.0,4096.0,Windows 10,2.1,4099.0
Acer,11027.0,2690.0,15.6,1920,1080,8.0,256.0,Other,2.55,949.99
Dell,10280.0,2690.0,13.3,1920,1080,8.0,256.0,Windows 11,1.85,598.96
HP,9737.0,1476.0,14.0,1920,1080,8.0,256.0,Windows 10,1.68,547.99
Lenovo,15348.0,1971.0,14.0,1920,1080,16.0,256.0,Windows 10,1.4,1299.0
Other,1316.0,748.0,14.0,1920,1080,8.0,128.0,Windows 10,1.38,799.99
Dell,25569.0,6992.0,15.6,1920,1080,16.0,512.0,Windows 11,1.79,1695.55
Apple,15398.0,2152.0,13.6,2560,1664,24.0,256.0,Windows 10,1.24,1599.0
Asus,32140.0,19560.0,16.0,1920,1200,64.0,2048.0,Windows 10,2.45,2279.0
Lenovo,12012.0,7176.0,17.3,1920,1080,32.0,1024.0,Windows 10,3.58,1899.99
Acer,9891.0,3729.0,15.6,1920,1080,40.0,1024.0,Windows 11,1.65,819.0
Lenovo,13554.0,751.0,14.0,1920,1080,8.0,128.0,Windows 10,1.18,1023.0
HP,13775.0,4601.0,17.3,1920,1080,48.0,4096.0,Windows 11,2.97,1959.0
HP,16980.0,2690.0,14.0,1920,1080,8.0,512.0,Windows 11,1.52,599.19
Dell,2003.0,1476.0,11.6,1366,768,4.0,32.0,Other,1.79,494.99
HP,15287.0,12961.0,17.3,1920,1080,64.0,4096.0,Windows 10,2.5,2129.0
Lenovo,11027.0,1476.0,15.6,1920,1080,8.0,256.0,Windows 11,1.64,499.0
HP,16980.0,2690.0,17.3,1920,1080,32.0,512.0,Windows 11,1.59,714.79
Apple,15398.0,2152.0,13.3,2560,1600,8.0,256.0,Windows 10,1.4,1099.0
Acer,15084.0,12961.0,15.6,1920,1080,8.0,512.0,Windows 10,2.14,729.0
Dell,9891.0,1476.0,15.6,1920,1080,8.0,512.0,Windows 11,1.7,519.79
Lenovo,38538.0,22064.0,16.0,2560,1600,16.0,512.0,Windows 10,2.9,2509.55
MSI,17441.0,22563.0,15.6,1920,1080,32.0,1024.0,Windows 11,1.78,1169.0
Dell,21493.0,926.0,14.0,1920,1080,8.0,256.0,Windows 11,1.72,1164.99
HP,13144.0,1792.0,17.3,1600,900,32.0,1024.0,Windows 11,1.61,869.0
HP,15287.0,2690.0,15.6,1920,1080,16.0,1024.0,Windows 11,1.11,949.99
Dell,23728.0,12961.0,15.6,1920,1200,16.0,1000.0,Windows 11,3.64,1889.08
Dell,26423.0,12961.0,16.0,1920,1200,8.0,512.0,Windows 11,1.96,1099.0
HP,13554.0,2690.0,14.0,1920,1080,8.0,512.0,Windows 11,1.77,619.79
HP,11027.0,1476.0,15.6,1366,768,16.0,256.0,Windows 11,1.77,438.0
Dell,14812.0,8649.0,18.0,1920,1200,32.0,1000.0,Windows 11,3.64,2470.27
MSI,23276.0,26876.0,15.6,1920,1080,64.0,1024.0,Windows 10,1.78,2699.99
Asus,13144.0,1792.0,14.0,1920,1080,8.0,512.0,Windows 10,1.5,654.99
Asus,28003.0,2690.0,16.0,1920,1200,16.0,1024.0,Windows 11,1.88,834.99
Lenovo,13554.0,2690.0,15.6,1920,1080,8.0,512.0,Windows 11,2.5,624.54
MSI,17329.0,2690.0,13.4,1920,1200,16.0,512.0,Windows 11,1.7,958.91
Dell,7460.0,926.0,15.6,1920,1080,32.0,1024.0,Windows 10,1.77,599.79
Other,2350.0,4253.0,13.3,1920,1080,4.0,128.0,Windows 10,1.5,318.98
Asus,6132.0,1476.0,14.0,1366,768,16.0,512.0,Windows 10,1.83,409.0
HP,10346.0,2690.0,15.6,1920,1080,64.0,2048.0,Windows 11,2.22,1249.0
Apple,15398.0,2152.0,15.3,2880,1864,24.0,1024.0,Windows 10,1.5,2099.0
HP,4943.0,4253.0,17.3,1920,1080,8.0,256.0,Other,2.96,519.0
MSI,20753.0,17089.0,17.3,1920,1080,64.0,2048.0,Windows 11,3.13,1699.99
Lenovo,3942.0,891.0,15.6,1366,768,12.0,256.0,Windows 11,1.72,295.99
Dell,32140.0,7320.0,15.6,1920,1080,12.0,1024.0,Windows 11,2.09,1294.0
HP,1556.0,324.0,14.0,1366,768,4.0,64.0,Windows 10,1.47,199.99
Dell,10641.0,4253.0,15.6,1920,1080,8.0,500.0,Windows 10,1.72,872.93
Dell,24971.0,4253.0,14.0,1920,1080,16.0,1024.0,Windows 10,2.18,1754.48
Acer,3310.0,1476.0,15.6,1920,1200,4.0,32.0,Other,1.81,344.99
Microsoft,13554.0,1971.0,12.4,1536,1024,16.0,256.0,Windows 10,1.13,1149.95
HP,15287.0,1971.0,14.0,1920,1080,16.0,256.0,Windows 10,1.42,1289.81
Dell,17229.0,2690.0,16.0,1920,1200,64.0,4096.0,Windows 11,2.1,2099.0
HP,9891.0,2690.0,15.6,1366,768,16.0,512.0,Windows 11,1.77,649.79
Dell,12421.0,26876.0,15.6,1366,768,16.0,4000.0,Windows 11,3.64,2661.88
HP,15287.0,1971.0,13.3,1920,1080,16.0,256.0,Windows 10,1.3,1819.0
Dell,7460.0,926.0,15.6,1920,1080,16.0,512.0,Windows 11,2.38,574.79
HP,9891.0,2690.0,15.6,1366,768,32.0,1024.0,Windows 11,1.77,699.79
Lenovo,17329.0,2690.0,16.0,1920,1200,32.0,1024.0,Windows 11,1.56,1279.0
Dell,26454.0,1476.0,13.3,1920,1080,16.0,512.0,Windows 11,1.2,949.98
HP,18825.0,1792.0,15.6,1920,1080,32.0,1024.0,Windows 11,1.85,1249.0
Dell,2003.0,1476.0,11.6,1366,768,8.0,32.0,Other,2.11,439.99
Dell,17441.0,1476.0,15.6,1920,1080,16.0,256.0,Windows 10,1.73,699.0
MSI,29690.0,26876.0,17.3,2560,1440,16.0,1024.0,Windows 11,2.82,1849.0
HP,20247.0,2690.0,16.0,1920,1200,16.0,256.0,Windows 11,1.73,1047.41
HP,3712.0,891.0,14.0,1366,768,8.0,256.0,Windows 10,1.45,559.99
HP,12802.0,2690.0,15.6,1920,1080,16.0,256.0,Windows 10,1.74,1989.312760603882
Dell,15735.0,23757.0,17.3,1920,1080,16.0,512.0,Windows 11,3.64,1406.58
Dell,26423.0,17089.0,17.0,3840,2400,48.0,2048.0,Windows 10,2.0,3329.0
MSI,28003.0,22064.0,16.0,2560,1600,32.0,1024.0,Windows 10,2.26,1799.0
Dell,32140.0,7320.0,15.6,1920,1080,8.0,1024.0,Windows 10,2.81,1219.0
Lenovo,13144.0,240.0,14.0,1920,1080,8.0,256.0,Windows 10,1.43,529.0
Acer,4982.0,926.0,15.6,1920,1080,4.0,1024.0,Windows 10,1.77,639.99
Dell,14043.0,2690.0,14.0,1920,1080,16.0,512.0,Windows 11,2.39,1505.77
HP,9716.0,2040.0,14.0,1366,768,8.0,256.0,Windows 11,2.19,429.0
HP,6132.0,926.0,15.6,1920,1080,16.0,512.0,Windows 10,2.22,586.79
HP,13554.0,2690.0,14.0,1920,1200,16.0,512.0,Windows 11,1.34,999.99
HP,21384.0,1449.0,13.3,1920,1200,16.0,1024.0,Windows 10,1.7,999.0
HP,4982.0,1476.0,17.3,1600,900,8.0,128.0,Windows 10,1.64,694.99
Other,28003.0,7320.0,14.0,2880,1800,16.0,1024.0,Windows 10,1.49,1499.0
Apple,15398.0,2152.0,15.3,2880,1864,24.0,1024.0,Windows 10,1.5,2099.0
Dell,19012.0,12961.0,15.6,1920,1080,16.0,1024.0,Windows 10,2.87,989.0
Acer,29805.0,12961.0,15.6,1920,1080,16.0,512.0,Windows 11,2.22,999.79
Dell,21493.0,2690.0,16.0,1920,1200,16.0,256.0,Windows 11,1.19,1659.54
LG,1326.0,926.0,15.6,1920,1080,8.0,512.0,Windows 11,2.16,1046.52
Acer,9072.0,1792.0,15.6,1920,1080,8.0,256.0,Windows 11,2.22,459.79
Lenovo,13554.0,2690.0,15.6,1920,1080,16.0,256.0,Windows 11,1.84,779.31
HP,143.0,324.0,14.0,1366,768,4.0,32.0,Other,1.78,330.0
HP,15287.0,926.0,15.6,1920,1080,16.0,512.0,Windows 11,1.9,875.0
Lenovo,15287.0,2690.0,14.0,1920,1200,16.0,512.0,Windows 11,2.31,1562.21
Dell,14043.0,1476.0,14.0,1920,1080,32.0,256.0,Windows 11,1.3,1299.0
Dell,23062.0,926.0,14.0,1920,1080,16.0,1000.0,Windows 10,1.38,805.02
Asus,28523.0,23757.0,15.6,2560,1440,64.0,4096.0,Windows 10,2.3,2819.0
Lenovo,10346.0,926.0,14.0,1920,1080,16.0,512.0,Windows 10,1.77,999.97
Lenovo,17329.0,2690.0,14.0,1920,1080,16.0,512.0,Windows 11,1.75,844.92
Dell,17546.0,2690.0,14.0,1920,1080,16.0,512.0,Windows 10,0.97,1292.39
Lenovo,19907.0,7862.0,16.0,1920,1200,16.0,256.0,Windows 11,1.16,1179.99
Asus,14397.0,1476.0,15.6,1920,1080,8.0,256.0,Windows 10,1.82,417.49
Dell,27933.0,1476.0,15.6,1920,1080,16.0,512.0,Windows 11,1.61,1359.15
Microsoft,13775.0,2690.0,13.5,2256,1504,16.0,512.0,Windows 10,1.3,1699.0
HP,14043.0,926.0,10.6,1920,1080,16.0,512.0,Windows 11,2.22,1156.58
Lenovo,20843.0,2690.0,15.6,1920,1080,20.0,1024.0,Windows 11,2.08,687.7
Lenovo,9947.0,1042.0,16.0,1920,1200,16.0,512.0,Windows 10,1.75,1568.83
Acer,17441.0,12961.0,17.3,1920,1080,32.0,1024.0,Windows 11,3.0,1299.0
HP,2527.0,324.0,14.0,1366,768,4.0,64.0,Windows 11,1.89,329.0
Dell,7319.0,1476.0,15.6,1920,1080,16.0,512.0,Windows 10,1.92,469.0
Dell,10346.0,926.0,15.6,1920,1080,16.0,512.0,Windows 11,1.57,1167.0
Dell,8185.0,17089.0,15.6,1920,1080,16.0,1000.0,Windows 11,2.52,1417.2
HP,7460.0,1476.0,15.6,1920,1080,16.0,512.0,Windows 10,2.22,699.99
HP,15287.0,2690.0,15.6,1920,1080,16.0,512.0,Windows 11,1.77,936.79
Dell,26423.0,12961.0,15.6,1920,1200,32.0,1024.0,Windows 10,2.32,2359.0
Dell,13554.0,2690.0,16.0,1920,1200,16.0,1024.0,Windows 10,1.95,879.99
HP,9891.0,926.0,15.6,1920,1080,16.0,512.0,Windows 11,1.77,629.79
HP,15287.0,13370.0,16.0,1920,1200,16.0,1024.0,Windows 10,1.76,2337.4
Dell,18462.0,1792.0,15.6,1920,1080,16.0,512.0,Windows 11,2.61,659.0
HP,3855.0,1476.0,15.6,1366,768,32.0,512.0,Windows 11,1.77,589.79
MSI,23276.0,19560.0,15.6,1920,1080,16.0,1024.0,Windows 11,2.22,1149.99
HP,15287.0,2690.0,13.5,1920,1200,32.0,512.0,Windows 11,1.32,2095.99
Dell,11027.0,1476.0,14.0,1920,1080,8.0,256.0,Other,0.71,785.78
Dell,2010.0,12961.0,15.6,1920,1080,16.0,512.0,Windows 11,2.55,1038.32
HP,21493.0,2690.0,14.0,1920,1200,16.0,256.0,Windows 11,1.45,1714.99
MSI,26423.0,17089.0,17.3,1920,1080,32.0,1024.0,Windows 10,2.73,1599.0
HP,17139.0,2040.0,14.0,1920,1200,32.0,1024.0,Windows 10,1.4,1325.61
HP,1417.0,298.0,14.0,1920,1080,4.0,32.0,Other,1.5,209.99
MSI,10280.0,2690.0,14.0,1920,1080,8.0,512.0,Windows 11,1.7,588.78
HP,3208.0,1792.0,14.0,1920,1080,4.0,128.0,Windows 11,2.64,399.99
Lenovo,24556.0,7108.0,16.0,1920,1200,32.0,1024.0,Windows 11,1.73,1550.99
Acer,23284.0,7868.0,15.6,1920,1080,8.0,128.0,Windows 10,2.68,899.99
Lenovo,27476.0,926.0,16.0,3840,2400,32.0,1024.0,Windows 10,2.21,2899.0
Microsoft,15616.0,2690.0,13.5,2256,1504,16.0,512.0,Windows 10,1.3,1783.99
Lenovo,8407.0,2690.0,13.3,1920,1080,16.0,256.0,Windows 10,0.71,920.29
HP,9891.0,2690.0,15.6,1920,1080,32.0,1024.0,Windows 10,1.73,599.79
Apple,26235.0,12689.0,16.2,3456,2234,32.0,1024.0,Windows 10,2.16,3199.0
HP,9891.0,2690.0,15.6,1920,1080,8.0,256.0,Windows 10,1.88,479.0
MSI,26454.0,19560.0,15.6,1920,1080,16.0,1024.0,Windows 11,2.25,1409.98
HP,13775.0,2690.0,15.6,1920,1080,16.0,1024.0,Windows 11,2.57,1099.0
HP,2458.0,240.0,14.0,1366,768,4.0,64.0,Windows 10,1.45,235.99
Dell,23728.0,13772.0,15.6,1366,768,32.0,512.0,Windows 11,3.64,1443.74
Apple,15398.0,2152.0,13.6,2560,1664,16.0,512.0,Windows 10,1.24,1599.0
HP,19333.0,2690.0,14.0,1920,1200,32.0,1024.0,Windows 11,2.44,1359.0
Asus,26423.0,26876.0,15.6,1920,1080,64.0,4096.0,Windows 11,2.22,1899.99
Other,6941.0,1792.0,15.6,1920,1080,16.0,512.0,Windows 10,2.27,599.99
Acer,8473.0,12961.0,15.6,1920,1080,16.0,512.0,Windows 11,1.39,1169.0
Dell,12421.0,26876.0,15.6,3840,2160,16.0,4000.0,Windows 11,3.64,2795.86
HP,1556.0,324.0,11.0,1366,768,4.0,32.0,Other,2.37,362.67
Dell,8553.0,1476.0,14.0,1920,1080,32.0,256.0,Windows 10,3.42,659.0
HP,13144.0,2040.0,15.6,1920,1080,16.0,1024.0,Windows 10,1.86,899.0
HP,12802.0,2690.0,14.0,1920,1080,16.0,512.0,Windows 10,1.37,1989.312760603882
Dell,6287.0,4253.0,14.0,1920,1080,16.0,512.0,Windows 10,2.27,339.99
Lenovo,20843.0,2690.0,15.6,1920,1080,20.0,512.0,Windows 11,1.96,596.79
Acer,28906.0,19560.0,17.3,2560,1600,64.0,2048.0,Windows 11,1.62,1969.0
MSI,19333.0,14691.0,16.0,2560,1600,32.0,1024.0,Windows 11,2.1,1974.99
Lenovo,9491.0,1476.0,14.0,1920,1080,4.0,128.0,Windows 11,2.13,289.0
HP,13144.0,12984.0,17.3,1920,1080,16.0,256.0,Windows 10,2.22,669.79
Dell,20843.0,6992.0,15.6,1920,1080,16.0,512.0,Windows 11,1.21,1523.54
HP,13481.0,2690.0,14.0,1920,1200,16.0,1024.0,Windows 10,1.77,949.0
Acer,2625.0,17089.0,14.0,1920,1080,16.0,512.0,Windows 10,2.39,989.0
HP,15616.0,4822.0,16.0,1920,1200,32.0,1024.0,Windows 11,1.61,2179.99
Acer,16162.0,17089.0,16.0,2560,1600,16.0,512.0,Windows 11,3.66,1489.0
Dell,15853.0,1792.0,15.6,1920,1080,32.0,2048.0,Windows 11,1.86,795.0
Dell,23728.0,12961.0,15.6,1920,1200,64.0,1000.0,Windows 11,3.64,2058.2
Lenovo,24971.0,1476.0,14.0,3840,2160,8.0,256.0,Windows 10,1.2,619.99
Microsoft,13554.0,2690.0,12.4,1536,1024,8.0,256.0,Windows 10,1.13,799.99
HP,13144.0,12984.0,17.3,1920,1080,16.0,512.0,Windows 10,2.22,677.79
Lenovo,1628.0,564.0,15.6,1366,768,8.0,128.0,Windows 10,1.98,599.99
HP,15287.0,1818.0,15.6,1920,1080,16.0,1024.0,Windows 11,1.77,975.0
MSI,23276.0,14691.0,15.6,1920,1080,32.0,2048.0,Windows 11,2.22,1325.0
MSI,26454.0,19560.0,16.0,2560,1600,64.0,1024.0,Windows 10,5.0,1949.0
MSI,29690.0,26876.0,17.3,2560,1440,32.0,1024.0,Windows 11,2.7,1907.69
Lenovo,15287.0,2690.0,14.0,2240,1400,16.0,1024.0,Windows 11,1.59,1099.0
Asus,10346.0,2690.0,13.9,3300,2200,16.0,1024.0,Windows 11,3.06,1609.99
Acer,13775.0,2690.0,14.0,1920,1080,16.0,512.0,Windows 11,1.45,1079.99
Asus,23896.0,17089.0,15.6,2560,1440,16.0,1024.0,Windows 10,1.9,1719.99
Dell,11197.0,1476.0,14.0,1920,1080,16.0,256.0,Windows 10,2.05,390.97
HP,14043.0,2690.0,16.0,1920,1200,32.0,1024.0,Windows 11,1.44,1999.99
HP,6132.0,1476.0,15.6,1920,1080,8.0,256.0,Other,1.14,399.79
HP,15287.0,1971.0,13.5,3000,2000,16.0,512.0,Windows 10,1.0,1402.07
HP,11027.0,1476.0,15.6,1920,1080,8.0,256.0,Windows 10,1.77,429.99
Asus,23284.0,926.0,16.0,1920,1200,8.0,512.0,Windows 11,1.39,799.99
Dell,7460.0,1476.0,15.6,1920,1080,16.0,1024.0,Windows 11,1.7,483.99
Dell,13775.0,2690.0,15.6,1920,1080,32.0,1024.0,Windows 11,1.77,875.0
Dell,24971.0,1476.0,14.0,1920,1080,16.0,512.0,Windows 11,3.64,1349.99
Lenovo,3013.0,1792.0,15.6,1366,768,4.0,128.0,Windows 11,1.29,269.99
Apple,35380.0,10018.0,14.2,3024,1964,36.0,1024.0,Windows 10,1.6,2999.0
Lenovo,13554.0,926.0,13.3,2560,1600,8.0,256.0,Windows 11,1.6,525.76
Dell,19012.0,12961.0,15.6,1920,1080,64.0,2048.0,Windows 10,2.52,1459.0
MSI,20450.0,2690.0,14.0,1920,1080,32.0,1024.0,Windows 11,1.63,899.0
Microsoft,14043.0,2690.0,15.0,2496,1664,16.0,512.0,Windows 10,1.56,1599.5
Dell,23728.0,23757.0,15.6,1920,1080,16.0,1000.0,Windows 11,3.64,1837.6
Asus,18825.0,1792.0,16.0,1920,1200,16.0,1024.0,Windows 11,1.88,735.99
Apple,15398.0,2152.0,15.3,2880,1864,8.0,512.0,Windows 10,1.5,1299.0
Microsoft,2935.0,751.0,10.5,1920,1280,8.0,128.0,Windows 10,0.55,819.99
Dell,23728.0,12961.0,17.0,3840,2160,64.0,4000.0,Windows 11,3.64,3118.54
Lenovo,13707.0,926.0,14.0,1920,1080,32.0,512.0,Windows 10,1.37,2099.99
HP,16980.0,1971.0,14.0,1920,1200,16.0,1024.0,Windows 10,1.33,2056.79
Asus,1628.0,564.0,15.6,1366,768,8.0,128.0,Windows 10,2.0,299.0
Dell,26423.0,12961.0,15.6,2560,1600,32.0,2048.0,Windows 10,2.7,1849.0
Lenovo,10346.0,2690.0,15.6,1920,1080,8.0,512.0,Windows 11,2.22,1059.0
Acer,18462.0,2040.0,15.6,1280,800,16.0,1024.0,Windows 11,1.77,737.99
HP,13144.0,12984.0,15.6,1920,1080,8.0,1024.0,Windows 11,1.77,587.79
Asus,10346.0,2690.0,15.6,1920,1080,16.0,512.0,Windows 11,1.82,858.94
HP,16980.0,1971.0,15.6,1920,1080,8.0,256.0,Windows 10,1.74,1989.312760603882
Dell,12421.0,4253.0,14.0,1920,1200,16.0,512.0,Windows 10,1.05,1233.53
HP,15287.0,1971.0,13.5,1920,1280,16.0,1024.0,Windows 10,1.0,1859.95
Asus,28003.0,2690.0,14.5,2880,1800,16.0,512.0,Windows 11,1.53,1009.99
Asus,3855.0,891.0,15.6,1920,1080,8.0,256.0,Windows 10,1.88,562.0
MSI,28523.0,17089.0,17.3,1920,1080,16.0,2048.0,Windows 11,2.9,2069.0
Asus,3208.0,1792.0,15.6,1920,1080,4.0,64.0,Other,1.62,370.69
HP,26423.0,2690.0,16.0,3840,2160,16.0,512.0,Windows 11,2.05,1268.99
Lenovo,15348.0,1971.0,16.0,1920,1200,16.0,512.0,Windows 10,1.7,1733.95
